FlowCell Text Data File: 230207_sample3.csv
Software Version: 2.00Q
Triax Firmware Version: 0.43
Fractionator Firmware Version 4.207
Date: 2023-02-07
Time: 17:09:01
User: Riyaz Shah

Experiment name: 

*** CENTRIFUGE SETTINGS ***
Rotor Manufacturer: Sorvall/Thermo/Fisher
Rotor Model: TH-641
Speed: 38 rpm
Gradient: sucrose 10.0% to 50.0% v/v
Time: 2.0
w2t:  x 10^0
Number of Tubes: 2
Sample Volume: 0.5 ml
Temperature: 4.0 deg C

*** FRACTIONATION SETTINGS ***
Volume displaced/mm: 0.143 ml/mm
Tubing length: 290 mm
Total Dead Volume (= last fraction): 0.299 ml
Scan Speed: 0.20 mm/sec
Total Distance: 78.3 mm
Upper Limit to Slow-down Distance: 43.90 mm
Start mode: Meniscus sensing
Fail-safe Distance (M): 8 mm
Number of fractions: 10
Distance/fraction: 7.83 mm
Start Distance: 0.00 mm
Volume/fraction: 1.117 ml
Data Samples/mm: 22.94

*** SCANNING SETTINGS ***
Scanning mode: SINGLE UV OD
Channel A (LED1) Wavelength: 260 nm
Sensitivity: 0
Integration time: 218 ms
Averaging: 1 samples
LED1 (260 nm) On Time: 10 ms
Sample A Zero: 466075
Source A Zero: 105609.6

Data Columns:
Sample, Source, Position(mm), Absorbance, Fraction Number, Fraction Volume(ml)
253970.452, 102215.238, 4.01, 1.292781, , 
253488.833, 102126.881, 4.05, 1.295107, , 
252937.952, 102140.524, 4.09, 1.300303, , 
252189.000, 102080.381, 4.13, 1.305651, , 
251841.929, 102085.119, 4.17, 1.308855, , 
251420.738, 102034.071, 4.22, 1.311496, , 
251079.762, 102100.143, 4.26, 1.316007, , 
250432.810, 102107.595, 4.30, 1.321977, , 
250105.262, 102204.119, 4.34, 1.327049, , 
249362.905, 102210.524, 4.39, 1.333880, , 
248756.524, 102089.500, 4.43, 1.336693, , 
248126.452, 102166.738, 4.47, 1.344102, , 
247750.238, 102159.571, 4.51, 1.347359, , 
246980.048, 102237.595, 4.55, 1.356084, , 
246117.762, 102119.119, 4.60, 1.361345, , 
245751.405, 102133.571, 4.64, 1.365016, , 
245217.000, 102159.119, 4.68, 1.370478, , 
244667.429, 102174.190, 4.72, 1.375859, , 
243671.262, 102216.905, 4.77, 1.385981, , 
243326.690, 102218.119, 4.81, 1.389192, , 
242840.929, 102192.286, 4.85, 1.393121, , 
242171.452, 102236.738, 4.89, 1.400312, , 
239017.810, 102255.071, 4.93, 1.430214, , 
237590.524, 102210.595, 4.98, 1.442714, , 
235077.095, 102169.571, 5.02, 1.465744, , 
227840.333, 102153.786, 5.06, 1.535764, , 
224205.857, 102166.833, 5.10, 1.572239, , 
230688.381, 102189.810, 5.15, 1.508601, , 
232278.571, 102169.690, 5.19, 1.492698, , 
232947.881, 102175.000, 5.23, 1.486340, , 
232808.381, 102087.762, 5.27, 1.485766, , 
234764.690, 102159.190, 5.32, 1.468508, , 
235272.976, 102203.238, 5.36, 1.464611, , 
234503.690, 102114.071, 5.40, 1.470017, , 
234945.024, 102102.405, 5.44, 1.465529, , 
234891.095, 102079.167, 5.48, 1.465533, , 
235725.310, 102167.071, 5.53, 1.459492, , 
236125.714, 102129.357, 5.57, 1.454842, , 
235953.190, 102094.238, 5.61, 1.455713, , 
235768.119, 102023.190, 5.65, 1.455912, , 
236036.762, 101962.619, 5.70, 1.452013, , 
235835.238, 102043.024, 5.74, 1.455709, , 
235778.333, 102058.619, 5.78, 1.456596, , 
235956.833, 102063.381, 5.82, 1.454998, , 
236110.071, 102009.690, 5.86, 1.452353, , 
236139.381, 101988.119, 5.91, 1.451597, , 
235894.952, 102061.238, 5.95, 1.455541, , 
235760.976, 102022.548, 5.99, 1.455966, , 
236134.857, 101977.381, 6.03, 1.451403, , 
236230.810, 101987.286, 6.07, 1.450708, , 
235988.738, 102006.238, 6.12, 1.453433, , 
236105.857, 101941.810, 6.16, 1.450895, , 
236194.810, 101926.833, 6.20, 1.449716, , 
236186.548, 101959.524, 6.24, 1.450517, , 
236535.595, 102088.833, 6.29, 1.450046, , 
236082.810, 101969.905, 6.33, 1.451734, , 
236201.952, 102009.286, 6.37, 1.451468, , 
236737.405, 102028.333, 6.41, 1.446792, , 
236844.048, 102013.643, 6.46, 1.445455, , 
236749.619, 102017.333, 6.50, 1.446434, , 
236887.619, 101996.643, 6.54, 1.444666, , 
237483.595, 101940.786, 6.58, 1.437778, , 
237280.119, 101779.571, 6.62, 1.436146, , 
237677.976, 102029.976, 6.67, 1.437905, , 
237860.238, 102072.262, 6.71, 1.437113, , 
237880.143, 101979.119, 6.75, 1.434870, , 
237992.381, 101971.333, 6.79, 1.433636, , 
238568.214, 101898.452, 6.84, 1.426589, , 
238620.786, 101910.714, 6.88, 1.426364, , 
238835.881, 101966.571, 6.92, 1.425569, , 
239318.690, 102074.929, 6.96, 1.423415, , 
239337.643, 101999.643, 7.01, 1.421576, , 
239842.286, 101948.690, 7.04, 1.415712, , 
239856.333, 101921.405, 7.09, 1.414978, , 
240452.000, 101939.286, 7.13, 1.409790, , 
240561.738, 101938.381, 7.17, 1.408744, , 
241500.262, 102053.929, 7.22, 1.402530, , 
241523.071, 101976.238, 7.26, 1.400604, , 
242248.786, 102065.000, 7.30, 1.395810, , 
242295.714, 102029.167, 7.34, 1.394584, , 
242777.952, 102029.238, 7.38, 1.390111, , 
243770.429, 102039.810, 7.43, 1.381163, , 
244004.643, 102010.024, 7.47, 1.378345, , 
244235.357, 102000.167, 7.51, 1.376001, , 
245233.238, 101965.738, 7.55, 1.366065, , 
246323.881, 102010.095, 7.60, 1.357057, , 
246693.762, 101998.071, 7.64, 1.353415, , 
247129.738, 101936.929, 7.68, 1.348092, , 
247809.667, 101986.143, 7.72, 1.342995, , 
248310.214, 101941.095, 7.76, 1.337460, , 
249967.595, 101965.595, 7.81, 1.323030, , 
250345.738, 102031.881, 7.85, 1.321091, 1, 1.110
250667.262, 102037.167, 7.89, 1.318319, , 
252296.024, 102084.929, 7.93, 1.304797, , 
253056.381, 102033.214, 7.97, 1.296884, , 
254090.619, 102063.190, 8.02, 1.288367, , 
254726.143, 102159.286, 8.06, 1.284863, , 
255404.405, 102069.452, 8.10, 1.276899, , 
255928.310, 102017.714, 8.15, 1.271146, , 
257998.905, 101965.857, 8.19, 1.251868, , 
258239.095, 102012.500, 8.23, 1.250803, , 
259304.881, 102047.214, 8.27, 1.242300, , 
260847.929, 102041.429, 8.31, 1.228820, , 
262370.976, 102075.167, 8.36, 1.216463, , 
262924.786, 102006.905, 8.40, 1.210212, , 
263611.905, 101977.548, 8.44, 1.203691, , 
265503.952, 102060.024, 8.48, 1.189415, , 
267033.524, 102012.690, 8.52, 1.175444, , 
268195.452, 102004.952, 8.57, 1.165502, , 
268772.381, 101917.190, 8.61, 1.158729, , 
270196.286, 101949.452, 8.65, 1.147551, , 
272227.524, 101917.500, 8.69, 1.129991, , 
273778.357, 101931.429, 8.73, 1.117514, , 
274646.071, 101973.262, 8.78, 1.111316, , 
275924.667, 102042.119, 8.82, 1.102383, , 
277902.905, 101998.548, 8.86, 1.085345, , 
280064.810, 101948.571, 8.90, 1.066803, , 
281312.881, 101874.762, 8.95, 1.055166, , 
281773.810, 101852.143, 8.99, 1.050982, , 
283618.548, 101863.167, 9.03, 1.036541, , 
286154.333, 101857.238, 9.07, 1.016378, , 
287870.810, 101828.714, 9.11, 1.002289, , 
289675.714, 101863.286, 9.16, 0.988987, , 
290349.738, 101820.452, 9.20, 0.982811, , 
292824.071, 101868.857, 9.24, 0.964783, , 
295177.333, 101858.857, 9.28, 0.946549, , 
297763.381, 101936.286, 9.32, 0.928629, , 
299620.333, 101936.286, 9.37, 0.914638, , 
301180.333, 101936.286, 9.41, 0.902952, , 
303478.238, 101936.286, 9.45, 0.885847, , 
305684.214, 101936.286, 9.50, 0.869548, , 
307897.143, 101936.286, 9.54, 0.853315, , 
309790.738, 101936.286, 9.58, 0.839517, , 
312194.976, 101936.286, 9.63, 0.822119, , 
314314.571, 101936.286, 9.67, 0.806892, , 
317028.643, 101936.286, 9.71, 0.787543, , 
319261.381, 101936.286, 9.75, 0.771749, , 
321544.190, 101936.286, 9.79, 0.755715, , 
323870.405, 101907.357, 9.84, 0.738854, , 
326587.548, 101909.024, 9.88, 0.720089, , 
329605.857, 101804.571, 9.92, 0.697079, , 
331658.571, 101799.071, 9.96, 0.682985, , 
333974.524, 101874.524, 10.00, 0.668993, , 
336152.786, 101896.405, 10.05, 0.654846, , 
339777.048, 101862.714, 10.09, 0.629968, , 
342980.524, 101932.762, 10.13, 0.610397, , 
345363.929, 101855.071, 10.17, 0.593097, , 
347711.976, 101935.119, 10.22, 0.579616, , 
350392.571, 101898.310, 10.26, 0.561521, , 
354490.333, 101903.952, 10.30, 0.535480, , 
357386.929, 101898.429, 10.34, 0.517044, , 
359951.381, 101912.381, 10.38, 0.501262, , 
363189.524, 101712.952, 10.43, 0.476699, , 
367075.524, 101704.071, 10.47, 0.452552, , 
370590.405, 101873.405, 10.51, 0.434849, , 
372437.619, 101935.857, 10.55, 0.425039, , 
374465.595, 101940.357, 10.59, 0.412918, , 
378125.738, 101947.071, 10.64, 0.391176, , 
383032.024, 101920.929, 10.68, 0.361587, , 
385789.667, 101928.714, 10.72, 0.345615, , 
387711.524, 102012.167, 10.76, 0.336273, , 
390770.429, 101943.286, 10.80, 0.317068, , 
394188.500, 101948.333, 10.85, 0.297580, , 
397169.548, 101933.524, 10.89, 0.280299, , 
399191.310, 101933.024, 10.93, 0.268861, , 
401726.738, 101980.905, 10.97, 0.255669, , 
405481.190, 101905.214, 11.02, 0.233064, , 
409487.667, 101951.262, 11.06, 0.211954, , 
411403.881, 101908.476, 11.10, 0.200503, , 
413970.881, 101922.810, 11.14, 0.186821, , 
417746.333, 102058.786, 11.18, 0.169390, , 
421552.333, 102046.143, 11.23, 0.148701, , 
424526.714, 102051.833, 11.27, 0.133004, , 
426209.929, 102118.500, 11.31, 0.125568, , 
429365.857, 102184.762, 11.35, 0.110426, , 
432925.500, 102110.143, 11.40, 0.090202, , 
435717.214, 102098.714, 11.44, 0.075484, , 
436880.690, 102125.167, 11.48, 0.070066, , 
439086.238, 102159.024, 11.52, 0.059480, , 
442753.690, 102147.286, 11.57, 0.040502, , 
445049.310, 102047.310, 11.61, 0.026661, , 
446762.452, 102051.476, 11.65, 0.018106, , 
447580.357, 102042.333, 11.69, 0.013789, , 
450484.381, 102100.571, 11.74, 0.000518, , 
453555.524, 102144.000, 11.78, -0.013815, , 
455408.952, 102097.262, 11.82, -0.024022, , 
456659.500, 102055.071, 11.86, -0.031124, , 
457937.952, 102069.619, 11.90, -0.037094, , 
460420.619, 102080.071, 11.94, -0.049031, , 
463046.405, 102135.548, 11.99, -0.060607, , 
464774.619, 102266.310, 12.03, -0.066111, , 
465479.714, 102231.929, 12.07, -0.070279, , 
466962.929, 102170.238, 12.11, -0.078797, , 
469170.548, 102107.167, 12.16, -0.090801, , 
471680.000, 102055.071, 12.20, -0.103954, , 
472953.905, 102132.357, 12.24, -0.108320, , 
473832.690, 102086.476, 12.28, -0.113509, , 
474889.310, 102034.929, 12.33, -0.119658, , 
476777.167, 102141.810, 12.37, -0.126231, , 
478176.571, 102064.690, 12.41, -0.134526, , 
479609.738, 102152.000, 12.45, -0.139337, , 
481110.976, 102196.381, 12.50, -0.145392, , 
481933.738, 102162.500, 12.54, -0.149984, , 
482926.286, 102148.119, 12.58, -0.154931, , 
484159.000, 102138.810, 12.62, -0.160873, , 
485334.190, 102177.310, 12.66, -0.165481, , 
486032.143, 102150.857, 12.71, -0.169297, , 
486741.262, 102145.500, 12.75, -0.172696, , 
488154.524, 102160.690, 12.79, -0.178886, , 
489497.381, 102207.952, 12.83, -0.184028, , 
489798.619, 102195.024, 12.87, -0.185697, , 
490067.214, 102115.690, 12.92, -0.188678, , 
491004.881, 102055.571, 12.96, -0.194305, , 
492309.071, 102101.095, 13.00, -0.199271, , 
493290.262, 102116.238, 13.04, -0.203418, , 
493647.071, 102119.810, 13.09, -0.204967, , 
494698.190, 102185.738, 13.13, -0.208301, , 
495958.048, 102191.452, 13.17, -0.213899, , 
496426.500, 102212.024, 13.21, -0.215571, , 
497292.667, 102137.024, 13.25, -0.221146, , 
497775.333, 102150.571, 13.30, -0.223031, , 
498882.405, 102150.929, 13.34, -0.228022, , 
500101.738, 102147.667, 13.38, -0.233588, , 
499995.381, 102121.405, 13.42, -0.233688, , 
500308.119, 102167.667, 13.47, -0.234076, , 
501227.667, 102136.024, 13.51, -0.238905, , 
502422.738, 102102.429, 13.55, -0.245005, , 
502844.810, 102193.738, 13.59, -0.244883, , 
503344.762, 102157.214, 13.63, -0.247924, , 
501739.976, 102091.905, 13.68, -0.242176, , 
504320.357, 102172.667, 13.72, -0.251941, , 
504726.143, 102105.024, 13.76, -0.255241, , 
504245.262, 102073.476, 13.80, -0.253792, , 
504503.405, 102049.452, 13.84, -0.255473, , 
505594.452, 102013.929, 13.89, -0.261118, , 
506056.690, 101986.381, 13.93, -0.263783, , 
506035.810, 101978.190, 13.97, -0.263870, , 
506940.929, 102006.929, 14.02, -0.267258, , 
507308.190, 101958.524, 14.06, -0.269956, , 
507932.548, 101932.190, 14.10, -0.273305, , 
508093.643, 101912.786, 14.14, -0.274447, , 
508336.738, 101925.857, 14.18, -0.275235, , 
509062.524, 101908.167, 14.23, -0.278836, , 
509705.833, 101868.619, 14.27, -0.282552, , 
510074.333, 101894.690, 14.31, -0.283603, , 
510240.929, 101925.405, 14.35, -0.283659, , 
510589.024, 101897.881, 14.40, -0.285802, , 
511651.429, 101908.405, 14.44, -0.290247, , 
512547.286, 101990.524, 14.48, -0.292371, , 
512652.429, 101993.500, 14.52, -0.292767, , 
512238.333, 101924.905, 14.56, -0.292463, , 
512992.571, 101885.762, 14.61, -0.296638, , 
513289.881, 101971.857, 14.65, -0.296041, , 
513398.571, 101911.976, 14.69, -0.297840, , 
513068.833, 101890.929, 14.73, -0.296859, , 
514149.476, 101834.238, 14.77, -0.302846, , 
514822.429, 101880.786, 14.82, -0.304761, , 
515185.500, 101794.333, 14.86, -0.308258, , 
515381.548, 101843.786, 14.90, -0.308022, , 
515631.262, 101891.310, 14.94, -0.308062, , 
517429.690, 102041.857, 14.99, -0.312575, , 
517721.429, 101926.214, 15.03, -0.316395, , 
517992.119, 101937.952, 15.07, -0.317312, , 
518177.190, 101965.571, 15.11, -0.317506, , 
518970.524, 102031.214, 15.15, -0.319501, , 
519496.143, 102041.881, 15.20, -0.321544, , 
519377.048, 102008.357, 15.24, -0.321767, , 
519569.024, 102022.833, 15.28, -0.322279, , 
520759.381, 102151.405, 15.32, -0.324595, , 
520950.286, 102094.976, 15.37, -0.326663, , 
521039.595, 102126.095, 15.41, -0.326363, , 
521612.762, 102097.548, 15.45, -0.329467, , 
521709.262, 102011.286, 15.49, -0.331785, , 
521974.119, 102019.762, 15.53, -0.332741, , 
522232.357, 102026.024, 15.58, -0.333715, , 
522543.619, 101971.524, 15.62, -0.336259, , 
522951.452, 101946.238, 15.66, -0.338573, 2, 1.114
523313.643, 102015.738, 15.70, -0.338597, , 
523327.786, 102002.143, 15.74, -0.338958, , 
523803.357, 102022.976, 15.79, -0.340542, , 
523976.095, 102010.643, 15.83, -0.341556, , 
524290.071, 101974.976, 15.87, -0.343692, , 
524515.690, 101983.810, 15.92, -0.344465, , 
524189.405, 101944.476, 15.96, -0.343933, , 
524840.429, 101941.357, 16.00, -0.346795, , 
525379.762, 101959.976, 16.04, -0.348695, , 
525154.881, 101897.714, 16.08, -0.349106, , 
525936.810, 101946.690, 16.13, -0.351373, , 
526212.595, 101912.190, 16.17, -0.353315, , 
526781.714, 101927.262, 16.21, -0.355414, , 
527607.667, 102016.714, 16.25, -0.356966, , 
527117.024, 101966.786, 16.29, -0.355974, , 
527028.833, 101987.000, 16.34, -0.355151, , 
528363.310, 102094.619, 16.38, -0.358469, , 
528127.238, 102008.786, 16.42, -0.359356, , 
528119.310, 102017.905, 16.46, -0.359121, , 
528673.833, 102015.738, 16.51, -0.361531, , 
528466.952, 101951.476, 16.55, -0.362068, , 
528744.738, 101917.929, 16.59, -0.363991, , 
529010.214, 101945.595, 16.63, -0.364510, , 
529063.690, 101982.810, 16.67, -0.363916, , 
529268.810, 101990.976, 16.72, -0.364608, , 
530013.000, 102020.048, 16.76, -0.367129, , 
529570.357, 101944.905, 16.80, -0.366907, , 
529610.333, 101949.833, 16.84, -0.366968, , 
529924.905, 101985.976, 16.88, -0.367506, , 
530609.524, 102000.167, 16.93, -0.370099, , 
530439.024, 101973.429, 16.97, -0.369966, , 
530730.405, 101942.238, 17.01, -0.371890, , 
531132.048, 101871.595, 17.05, -0.375152, , 
531493.405, 101875.357, 17.09, -0.376600, , 
531587.167, 102024.548, 17.14, -0.373704, , 
531991.167, 102024.548, 17.18, -0.375413, , 
532626.833, 102024.548, 17.22, -0.378101, , 
532459.810, 102024.548, 17.27, -0.377395, , 
532476.143, 102024.548, 17.31, -0.377464, , 
532553.167, 102024.548, 17.35, -0.377789, , 
532826.643, 102024.548, 17.40, -0.378945, , 
532846.524, 102024.548, 17.44, -0.379029, , 
532996.048, 102024.548, 17.48, -0.379660, , 
533524.548, 102024.548, 17.52, -0.381890, , 
533611.976, 102024.548, 17.56, -0.382259, , 
533588.476, 102024.548, 17.61, -0.382160, , 
533705.262, 102076.333, 17.65, -0.381511, , 
533962.071, 102080.857, 17.69, -0.382493, , 
533956.000, 101919.095, 17.73, -0.386037, , 
533657.929, 101881.619, 17.78, -0.385608, , 
534263.452, 101931.905, 17.82, -0.387049, , 
534322.619, 102048.119, 17.86, -0.384734, , 
534243.929, 102053.167, 17.90, -0.384292, , 
534556.905, 102037.500, 17.94, -0.385955, , 
534529.095, 102003.786, 17.98, -0.386582, , 
534843.571, 102052.786, 18.03, -0.386824, , 
534830.238, 102081.119, 18.07, -0.386144, , 
535213.643, 102059.429, 18.11, -0.388235, , 
535246.000, 102040.381, 18.16, -0.388791, , 
535332.286, 102056.595, 18.20, -0.388796, , 
535452.976, 102021.643, 18.24, -0.390074, , 
535517.714, 101862.786, 18.28, -0.393853, , 
535915.619, 101905.762, 18.32, -0.394575, , 
535431.119, 101744.310, 18.37, -0.396108, , 
535604.929, 101752.333, 18.41, -0.396661, , 
535363.571, 101745.405, 18.45, -0.395800, , 
535695.357, 101734.381, 18.49, -0.397438, , 
535458.929, 101973.857, 18.53, -0.391153, , 
535195.333, 102009.762, 18.58, -0.389253, , 
535244.167, 101974.667, 18.62, -0.390233, , 
535736.381, 102038.571, 18.66, -0.390891, , 
535505.095, 101986.167, 18.70, -0.391076, , 
535090.857, 101984.000, 18.75, -0.389382, , 
534980.548, 102015.357, 18.79, -0.388226, , 
534064.357, 101960.071, 18.83, -0.385589, , 
534506.286, 101949.048, 18.87, -0.387694, , 
534291.786, 101958.667, 18.91, -0.386578, , 
534089.643, 101956.786, 18.96, -0.385768, , 
534204.286, 101941.381, 19.00, -0.386591, , 
534024.190, 101990.643, 19.04, -0.384745, , 
534079.833, 101991.429, 19.08, -0.384962, , 
533882.524, 102022.571, 19.13, -0.383443, , 
532826.071, 102011.643, 19.17, -0.379227, , 
532393.929, 101943.881, 19.21, -0.378896, , 
531839.310, 101945.524, 19.25, -0.376514, , 
531720.571, 101961.548, 19.29, -0.375658, , 
531480.381, 102033.476, 19.34, -0.373054, , 
531666.786, 102078.048, 19.38, -0.372861, , 
530992.452, 102146.595, 19.42, -0.368494, , 
530203.690, 102040.762, 19.46, -0.367481, , 
529204.214, 102047.952, 19.51, -0.363077, , 
528558.167, 102075.333, 19.55, -0.359724, , 
528151.095, 102098.071, 19.59, -0.357489, , 
527141.119, 102043.643, 19.63, -0.354381, , 
526494.000, 102081.714, 19.68, -0.350777, , 
525520.714, 102076.976, 19.72, -0.346718, , 
524510.119, 102089.190, 19.76, -0.342117, , 
523602.929, 102045.452, 19.80, -0.339185, , 
522408.167, 102014.857, 19.84, -0.334719, , 
521409.262, 101987.810, 19.88, -0.331009, , 
520507.929, 102013.929, 19.93, -0.326539, , 
519616.143, 102078.405, 19.97, -0.321258, , 
519019.690, 102126.000, 20.01, -0.317624, , 
518542.381, 102156.643, 20.06, -0.314879, , 
517345.881, 102145.167, 20.10, -0.309933, , 
516096.238, 102080.143, 20.14, -0.305923, , 
515028.262, 102047.905, 20.18, -0.301972, , 
514268.452, 102105.119, 20.22, -0.297389, , 
513511.762, 102154.357, 20.27, -0.292990, , 
512376.810, 102139.214, 20.31, -0.288344, , 
511336.310, 102124.333, 20.35, -0.284097, , 
509935.500, 102065.048, 20.39, -0.279231, , 
509341.714, 102133.190, 20.43, -0.275107, , 
508497.714, 102179.429, 20.48, -0.270356, , 
507392.786, 102118.452, 20.52, -0.266804, , 
506232.571, 102058.143, 20.56, -0.262982, , 
505208.024, 102055.524, 20.60, -0.258480, , 
504143.643, 102036.810, 20.65, -0.254147, , 
503347.048, 102014.548, 20.69, -0.251079, , 
502824.857, 102088.929, 20.73, -0.247103, , 
501738.429, 102058.405, 20.77, -0.242908, , 
501125.881, 102131.738, 20.81, -0.238543, , 
500623.500, 102120.333, 20.86, -0.236537, , 
500097.643, 102149.286, 20.90, -0.233534, , 
499056.524, 102086.786, 20.94, -0.230221, , 
498303.119, 102100.500, 20.98, -0.226519, , 
497208.690, 102036.571, 21.02, -0.222980, , 
497187.714, 102174.238, 21.07, -0.219851, , 
496227.310, 102094.976, 21.11, -0.217246, , 
