FlowCell Text Data File: 230207_sample4.csv
Software Version: 2.00Q
Triax Firmware Version: 0.43
Fractionator Firmware Version 4.207
Date: 2023-02-07
Time: 17:17:51
User: Riyaz Shah

Experiment name: 

*** CENTRIFUGE SETTINGS ***
Rotor Manufacturer: Sorvall/Thermo/Fisher
Rotor Model: TH-641
Speed: 38 rpm
Gradient: sucrose 10.0% to 50.0% v/v
Time: 2.0
w2t:  x 10^0
Number of Tubes: 2
Sample Volume: 0.5 ml
Temperature: 4.0 deg C

*** FRACTIONATION SETTINGS ***
Volume displaced/mm: 0.143 ml/mm
Tubing length: 290 mm
Total Dead Volume (= last fraction): 0.299 ml
Scan Speed: 0.20 mm/sec
Total Distance: 78.3 mm
Upper Limit to Slow-down Distance: 43.90 mm
Start mode: Meniscus sensing
Fail-safe Distance (M): 8 mm
Number of fractions: 10
Distance/fraction: 7.83 mm
Start Distance: 0.00 mm
Volume/fraction: 1.117 ml
Data Samples/mm: 22.94

*** SCANNING SETTINGS ***
Scanning mode: SINGLE UV OD
Channel A (LED1) Wavelength: 260 nm
Sensitivity: 0
Integration time: 218 ms
Averaging: 1 samples
LED1 (260 nm) On Time: 10 ms
Sample A Zero: 466075
Source A Zero: 105609.6

Data Columns:
Sample, Source, Position(mm), Absorbance, Fraction Number, Fraction Volume(ml)
449799.452, 101492.381, 2.28, -0.009503, , 
451304.548, 101483.500, 2.32, -0.017218, , 
452717.024, 101483.048, 2.36, -0.024260, , 
453722.738, 101558.452, 2.40, -0.027582, , 
454275.024, 101489.238, 2.44, -0.031854, , 
455376.548, 101509.476, 2.49, -0.036856, , 
456472.000, 101535.905, 2.53, -0.041677, , 
457695.929, 101570.524, 2.57, -0.046936, , 
347897.857, 101420.786, 2.61, 0.567030, , 
426108.238, 101420.286, 2.66, 0.110665, , 
430780.857, 101459.714, 2.70, 0.086997, , 
410615.333, 101490.167, 2.74, 0.195564, , 
424603.619, 101438.405, 2.78, 0.119028, , 
207989.738, 101350.024, 2.82, 1.723129, , 
256187.381, 101370.452, 2.87, 1.254546, , 
265072.643, 101392.262, 2.91, 1.178302, , 
263268.762, 101388.167, 2.95, 1.193578, , 
262125.833, 101389.833, 2.99, 1.203406, , 
260933.690, 101374.952, 3.04, 1.213334, , 
262226.619, 101361.429, 3.08, 1.201910, , 
262990.071, 101359.476, 3.12, 1.195324, , 
263344.357, 101378.429, 3.16, 1.192716, , 
263343.571, 101445.810, 3.20, 1.194217, , 
265448.286, 101442.333, 3.25, 1.176226, , 
268269.071, 101494.095, 3.29, 1.153586, , 
267574.643, 101447.952, 3.33, 1.158395, , 
266825.071, 101458.071, 3.37, 1.164933, , 
267135.881, 101371.024, 3.42, 1.160381, , 
266419.762, 101308.452, 3.46, 1.165033, , 
265424.976, 101322.690, 3.50, 1.173768, , 
265121.190, 101357.524, 3.54, 1.177118, , 
266392.286, 101414.357, 3.58, 1.167616, , 
267615.476, 101428.857, 3.63, 1.157628, , 
267224.476, 101416.214, 3.67, 1.160638, , 
266837.548, 101397.619, 3.71, 1.163486, , 
266984.381, 101444.357, 3.75, 1.163285, , 
268106.524, 101489.286, 3.80, 1.154843, , 
268052.714, 101418.976, 3.84, 1.153735, , 
267089.238, 101435.905, 3.88, 1.162214, , 
262544.786, 101336.976, 3.92, 1.198638, , 
257410.119, 101366.690, 3.97, 1.243747, , 
255597.643, 101382.810, 4.01, 1.260006, , 
252174.119, 101409.357, 4.05, 1.290942, , 
255000.690, 101378.286, 4.09, 1.265168, , 
268415.810, 101326.071, 4.13, 1.148626, , 
281128.119, 101448.952, 4.18, 1.047219, , 
276949.976, 101490.929, 4.22, 1.081847, , 
270160.524, 101353.690, 4.26, 1.134659, , 
269389.286, 101295.071, 4.30, 1.139791, , 
277094.548, 101342.857, 4.34, 1.077387, , 
278730.048, 101320.762, 4.39, 1.063653, , 
272563.024, 101254.857, 4.43, 1.112539, , 
266942.452, 101327.048, 4.47, 1.161035, , 
270251.762, 101334.405, 4.51, 1.133471, , 
273915.024, 101307.810, 4.56, 1.102581, , 
273986.357, 101319.548, 4.60, 1.102255, , 
275693.810, 101293.143, 4.64, 1.087688, , 
291689.476, 101258.857, 4.68, 0.960004, , 
287752.881, 101271.190, 4.72, 0.990856, , 
276479.214, 101326.690, 4.77, 1.082031, , 
279454.095, 101296.524, 4.81, 1.057276, , 
282912.810, 101260.262, 4.85, 1.028788, , 
281840.071, 101159.500, 4.89, 1.035097, , 
280697.167, 101121.476, 4.93, 1.043395, , 
277293.262, 101085.000, 4.98, 1.070040, , 
274204.095, 101135.619, 5.02, 1.096379, , 
274110.524, 101375.119, 5.06, 1.102470, , 
276493.571, 101405.286, 5.10, 1.083659, , 
276942.381, 101358.976, 5.15, 1.078981, , 
276684.095, 101393.310, 5.19, 1.081843, , 
271180.452, 101290.286, 5.23, 1.124771, , 
269817.524, 101310.881, 5.27, 1.136567, , 
275090.976, 101309.833, 5.32, 1.092985, , 
277936.595, 101350.143, 5.36, 1.070720, , 
281589.357, 101327.119, 5.40, 1.040826, , 
286321.762, 101405.452, 5.44, 1.005058, , 
287375.881, 101270.048, 5.48, 0.993781, , 
282833.167, 101226.190, 5.53, 1.028664, , 
281883.524, 101301.619, 5.57, 1.037909, , 
283476.190, 101290.929, 5.61, 1.024993, , 
284724.952, 101243.929, 5.65, 1.014056, , 
287621.548, 101316.333, 5.70, 0.992886, , 
292417.833, 101301.333, 5.74, 0.955335, , 
293483.571, 101310.214, 5.78, 0.947346, , 
292510.905, 101304.071, 5.82, 0.954680, , 
292141.500, 101303.000, 5.87, 0.957500, , 
290728.833, 101315.000, 5.91, 0.968675, , 
289504.048, 101278.405, 5.95, 0.977363, , 
288117.238, 101340.167, 5.99, 0.989541, , 
284643.738, 101382.071, 6.03, 1.017767, , 
280568.714, 101431.167, 6.08, 1.051307, , 
275058.190, 101381.405, 6.12, 1.094842, , 
274484.571, 101416.905, 6.16, 1.100328, , 
277752.452, 101496.738, 6.20, 1.075465, , 
279216.690, 101446.024, 6.25, 1.062507, , 
276803.643, 101428.524, 6.29, 1.081652, , 
272168.548, 101362.952, 6.33, 1.118200, , 
266648.571, 101467.190, 6.37, 1.166624, , 
263155.071, 101397.143, 6.41, 1.194749, , 
259788.190, 101469.429, 6.46, 1.225331, , 
257555.381, 101496.286, 6.50, 1.245352, , 
255699.690, 101377.357, 6.54, 1.258987, , 
254781.500, 101418.190, 6.58, 1.267989, , 
254347.714, 101373.738, 6.62, 1.270837, , 
253870.976, 101463.667, 6.67, 1.277055, , 
252808.976, 101493.024, 6.71, 1.287139, , 
252198.095, 101408.714, 6.75, 1.290714, , 
251508.357, 101360.405, 6.79, 1.295805, , 
250470.024, 101385.095, 6.84, 1.305663, , 
249599.357, 101364.571, 6.88, 1.313044, , 
249133.238, 101336.214, 6.92, 1.316620, , 
249210.595, 101333.095, 6.96, 1.315852, , 
249347.976, 101398.024, 7.00, 1.316054, , 
249230.452, 101444.976, 7.05, 1.318156, , 
248528.167, 101402.119, 7.09, 1.323556, , 
248269.310, 101398.286, 7.13, 1.325816, , 
248151.357, 101383.405, 7.17, 1.326555, , 
247974.262, 101389.738, 7.22, 1.328302, , 
247891.405, 101431.476, 7.26, 1.329981, , 
247841.214, 101454.929, 7.30, 1.330957, , 
247371.571, 101413.714, 7.34, 1.334311, , 
247126.690, 101323.452, 7.39, 1.334536, , 
246924.214, 101337.548, 7.43, 1.336693, , 
246655.690, 101131.357, 7.47, 1.334558, , 
246758.310, 101063.857, 7.51, 1.332120, , 
246862.190, 101074.262, 7.55, 1.331404, , 
246482.667, 101091.143, 7.60, 1.335242, , 
246528.857, 101093.214, 7.64, 1.334867, , 
246668.262, 101088.786, 7.68, 1.333496, , 
246757.929, 101192.976, 7.72, 1.334996, , 
246580.548, 101365.143, 7.77, 1.340440, , 
246795.714, 101381.262, 7.81, 1.338835, , 
247080.571, 101437.690, 7.85, 1.337491, 1, 1.110
247015.333, 101462.429, 7.89, 1.338635, , 
247161.524, 101102.095, 7.93, 1.329297, , 
247267.048, 101051.595, 7.98, 1.327212, , 
247673.381, 101069.643, 8.02, 1.323918, , 
247744.476, 101078.333, 8.06, 1.323466, , 
247850.048, 101140.214, 8.10, 1.323885, , 
248137.214, 101105.405, 8.14, 1.320504, , 
248196.881, 101083.310, 8.19, 1.319471, , 
248410.357, 101112.857, 8.23, 1.318194, , 
248476.214, 101030.952, 8.27, 1.315774, , 
248830.810, 101139.810, 8.31, 1.314988, , 
248615.833, 101112.286, 8.35, 1.316321, , 
248909.310, 101012.810, 8.40, 1.311451, , 
249170.976, 101041.810, 8.44, 1.309732, , 
249264.024, 101056.024, 8.48, 1.309208, , 
249829.357, 101068.524, 8.52, 1.304388, , 
250163.714, 101130.024, 8.57, 1.302748, , 
250154.333, 101135.333, 8.61, 1.302950, , 
250525.238, 101116.262, 8.65, 1.299191, , 
250770.071, 101106.381, 8.69, 1.296773, , 
251237.833, 101148.190, 8.74, 1.293510, , 
251895.476, 101155.095, 8.78, 1.287780, , 
252246.952, 101109.071, 8.82, 1.283618, , 
252259.738, 101127.238, 8.86, 1.283909, , 
253535.310, 101194.762, 8.90, 1.274060, , 
253976.619, 101176.905, 8.95, 1.269749, , 
254300.286, 101118.786, 8.99, 1.265590, , 
255104.167, 101314.714, 9.03, 1.262843, , 
255722.143, 101423.190, 9.07, 1.259807, , 
256169.143, 101464.071, 9.12, 1.256783, , 
256988.429, 101490.881, 9.16, 1.250192, , 
257671.310, 101546.905, 9.20, 1.245462, , 
258467.429, 101319.714, 9.24, 1.233479, , 
259139.810, 101115.905, 9.28, 1.223101, , 
259918.738, 101101.929, 9.33, 1.216035, , 
260568.429, 101101.929, 9.37, 1.210417, , 
261170.595, 101101.929, 9.42, 1.205222, , 
262324.333, 101101.929, 9.46, 1.195303, , 
262759.405, 101101.929, 9.50, 1.191574, , 
263508.071, 101101.929, 9.54, 1.185171, , 
263923.810, 101101.929, 9.59, 1.181623, , 
264891.643, 101101.929, 9.63, 1.173385, , 
266383.881, 101101.929, 9.67, 1.160743, , 
266885.786, 101101.929, 9.71, 1.156507, , 
267624.929, 101101.929, 9.75, 1.150283, , 
268819.405, 101101.929, 9.80, 1.140261, , 
269997.262, 101095.619, 9.84, 1.130282, , 
271629.976, 101106.238, 9.88, 1.116951, , 
272431.690, 101097.643, 9.93, 1.110127, , 
273513.190, 101067.500, 9.97, 1.100540, , 
274395.857, 101124.071, 10.01, 1.094548, , 
276026.095, 101072.381, 10.05, 1.080067, , 
277589.667, 101036.000, 10.09, 1.066545, , 
279082.881, 101084.833, 10.13, 1.055559, , 
279671.167, 101091.690, 10.18, 1.050973, , 
281021.024, 101298.762, 10.22, 1.044742, , 
282527.238, 101383.786, 10.26, 1.034601, , 
284661.786, 101397.333, 10.30, 1.017963, , 
285033.643, 101383.571, 10.34, 1.014720, , 
286013.238, 101365.405, 10.39, 1.006595, , 
287877.333, 101317.976, 10.43, 0.990923, , 
289212.262, 101347.000, 10.47, 0.981156, , 
290654.476, 101355.357, 10.51, 0.970147, , 
291937.905, 101338.952, 10.56, 0.959867, , 
293703.357, 101375.595, 10.60, 0.947113, , 
295290.071, 101323.310, 10.64, 0.933827, , 
297151.619, 101337.952, 10.68, 0.920009, , 
298614.024, 101368.381, 10.73, 0.909637, , 
299800.452, 101424.381, 10.77, 0.901956, , 
301591.500, 101427.143, 10.81, 0.888613, , 
303713.548, 101423.905, 10.85, 0.872762, , 
305848.857, 101340.833, 10.90, 0.855151, , 
307985.571, 101300.452, 10.94, 0.838587, , 
309486.690, 101307.429, 10.98, 0.827800, , 
311761.286, 101386.357, 11.02, 0.813074, , 
314769.929, 101360.881, 11.06, 0.790894, , 
316316.976, 101345.762, 11.11, 0.779525, , 
318540.500, 101342.619, 11.15, 0.763692, , 
320475.143, 101289.548, 11.19, 0.748886, , 
323783.857, 101315.619, 11.23, 0.726350, , 
326449.238, 101369.190, 11.28, 0.709090, , 
328193.476, 101349.548, 11.32, 0.696662, , 
329177.929, 101363.952, 11.36, 0.690241, , 
332711.714, 101377.548, 11.40, 0.666513, , 
335968.286, 101378.881, 11.44, 0.644622, , 
337707.000, 101414.238, 11.49, 0.633791, , 
339741.714, 101435.357, 11.53, 0.620741, , 
342180.357, 101418.262, 11.57, 0.604266, , 
344668.905, 101413.571, 11.61, 0.587854, , 
348060.119, 101408.643, 11.65, 0.565711, , 
350112.667, 101390.381, 11.70, 0.552074, , 
351774.976, 101394.262, 11.74, 0.541500, , 
355491.024, 101444.952, 11.78, 0.518977, , 
357891.476, 101408.976, 11.82, 0.503034, , 
360061.881, 101425.286, 11.86, 0.489789, , 
363852.881, 101481.714, 11.91, 0.467470, , 
367466.833, 101526.643, 11.95, 0.446224, , 
370755.810, 101562.905, 11.99, 0.426975, , 
373714.833, 101519.476, 12.03, 0.408123, , 
375925.262, 101485.119, 12.08, 0.394090, , 
378254.262, 101457.500, 12.12, 0.379578, , 
381489.024, 101444.119, 12.16, 0.360118, , 
385040.119, 101428.452, 12.20, 0.338919, , 
386339.262, 101399.714, 12.24, 0.330701, , 
388722.476, 101347.786, 12.29, 0.315709, , 
393029.786, 101439.405, 12.33, 0.292943, , 
396588.262, 101417.881, 12.37, 0.272182, , 
398563.048, 101491.262, 12.41, 0.262631, , 
398959.881, 101443.738, 12.46, 0.259338, , 
403115.690, 101412.548, 12.50, 0.235325, , 
406898.119, 101434.667, 12.54, 0.214798, , 
408953.786, 101430.833, 12.58, 0.203373, , 
410091.310, 101441.405, 12.63, 0.197356, , 
412238.190, 101443.262, 12.67, 0.185647, , 
416702.929, 101494.000, 12.71, 0.162530, , 
420073.071, 101393.119, 12.75, 0.142164, , 
421864.524, 101391.071, 12.79, 0.132542, , 
422574.833, 101369.881, 12.84, 0.128286, , 
425841.000, 101339.381, 12.88, 0.110281, , 
429879.357, 101355.738, 12.92, 0.089404, , 
432549.857, 101370.119, 12.96, 0.075786, , 
433836.000, 101395.810, 13.01, 0.069675, , 
436047.524, 101326.500, 13.05, 0.056693, , 
438461.333, 101360.214, 13.09, 0.045019, , 
442260.190, 101388.071, 13.13, 0.026223, , 
443742.548, 101343.643, 13.18, 0.017706, , 
445048.143, 101345.857, 13.22, 0.011144, , 
446616.119, 101304.071, 13.26, 0.002301, , 
449222.571, 101336.405, 13.30, -0.010076, , 
451263.214, 101320.571, 13.35, -0.020627, , 
453399.571, 101310.405, 13.39, -0.031482, , 
455145.238, 101370.952, 13.43, -0.038785, , 
456158.476, 101285.881, 13.47, -0.045679, , 
457284.119, 101279.238, 13.51, -0.051373, , 
459831.381, 101299.690, 13.55, -0.063420, , 
461234.333, 101248.071, 13.60, -0.071422, , 
462217.524, 101053.643, 13.64, -0.080540, , 
463918.762, 101067.929, 13.68, -0.088490, , 
465752.214, 101092.690, 13.72, -0.096815, , 
467706.905, 101107.929, 13.77, -0.105901, , 
468780.833, 101077.357, 13.81, -0.111743, , 
470676.000, 101087.929, 13.85, -0.120587, , 
472487.738, 101097.452, 13.89, -0.129021, , 
473824.238, 101093.310, 13.93, -0.135470, , 
475146.595, 101040.214, 13.98, -0.142924, , 
477130.214, 100996.048, 14.02, -0.153283, , 
478395.881, 101107.500, 14.06, -0.156763, , 
479959.119, 100989.071, 14.10, -0.166742, , 
481368.643, 100978.452, 14.15, -0.173578, , 
482580.524, 101015.571, 14.19, -0.178409, , 
482968.048, 101003.429, 14.23, -0.180486, , 
484812.429, 100963.310, 14.27, -0.189958, , 
486160.571, 101042.762, 14.31, -0.194437, , 
486355.643, 101022.238, 14.36, -0.195797, , 
487534.929, 101066.167, 14.40, -0.200269, , 
487883.143, 100999.000, 14.44, -0.203372, , 
489116.786, 100977.262, 14.48, -0.209539, , 
490836.024, 101046.310, 14.53, -0.215897, , 
491054.857, 101074.619, 14.57, -0.216270, , 
491515.167, 101065.738, 14.61, -0.218576, , 
492466.119, 101019.381, 14.65, -0.223959, , 
493205.714, 101008.833, 14.70, -0.227571, , 
493338.476, 100975.929, 14.74, -0.228910, , 
495236.167, 101015.048, 14.78, -0.236678, , 
496403.429, 100999.357, 14.82, -0.242326, , 
497632.548, 100973.952, 14.86, -0.248457, , 
498487.976, 101080.976, 14.91, -0.249938, , 
498847.048, 100989.952, 14.95, -0.253586, , 
499594.071, 100955.452, 14.99, -0.257722, , 
500921.476, 100963.119, 15.03, -0.263523, , 
501711.119, 101010.881, 15.07, -0.266003, , 
501633.524, 101030.238, 15.12, -0.265224, , 
502821.762, 101019.238, 15.16, -0.270793, , 
503924.024, 101042.571, 15.20, -0.275202, , 
505580.810, 101199.405, 15.24, -0.279098, , 
504720.738, 101094.167, 15.29, -0.277608, , 
504727.333, 101043.571, 15.33, -0.278764, , 
505934.071, 101008.238, 15.37, -0.284925, , 
506208.548, 101063.214, 15.41, -0.284921, , 
506359.167, 100995.405, 15.46, -0.287101, , 
506511.690, 101064.405, 15.50, -0.286242, , 
507333.071, 101038.571, 15.54, -0.290464, , 
508484.214, 101055.762, 15.58, -0.295181, , 
509033.714, 101078.238, 15.62, -0.297111, , 
509145.571, 101128.833, 15.67, -0.296480, 2, 1.115
509234.738, 101065.429, 15.71, -0.298285, , 
510562.929, 101113.524, 15.75, -0.303076, , 
511625.571, 101054.667, 15.79, -0.309066, , 
512053.952, 101097.643, 15.83, -0.309992, , 
512200.357, 101106.071, 15.88, -0.310448, , 
512490.595, 101299.262, 15.92, -0.307427, , 
513406.405, 101344.310, 15.96, -0.310444, , 
514189.286, 101363.857, 16.00, -0.313439, , 
514640.452, 101377.119, 16.05, -0.315119, , 
514614.929, 101342.381, 16.09, -0.315778, , 
515571.976, 101420.190, 16.13, -0.318233, , 
515737.762, 101364.190, 16.17, -0.320199, , 
516316.000, 101366.810, 16.22, -0.322663, , 
516484.452, 101406.024, 16.26, -0.322526, , 
516629.833, 101291.714, 16.30, -0.325698, , 
517169.810, 101299.881, 16.34, -0.327867, , 
517544.476, 101284.262, 16.38, -0.329844, , 
517948.833, 101349.929, 16.43, -0.330143, , 
517967.810, 101339.810, 16.47, -0.330450, , 
518702.381, 101338.405, 16.51, -0.333671, , 
519109.357, 101313.667, 16.55, -0.335985, , 
519298.952, 101300.357, 16.60, -0.337103, , 
519442.333, 101252.952, 16.64, -0.338777, , 
519769.000, 101272.095, 16.68, -0.339767, , 
520008.143, 101278.143, 16.72, -0.340667, , 
521123.095, 101298.286, 16.76, -0.345040, , 
521637.167, 101313.929, 16.81, -0.346911, , 
522426.595, 101384.905, 16.85, -0.348738, , 
522776.476, 101403.429, 16.89, -0.349834, , 
523089.119, 101363.310, 16.93, -0.352070, , 
523938.167, 101413.786, 16.97, -0.354599, , 
524612.952, 101435.786, 17.02, -0.357008, , 
524408.881, 101385.143, 17.06, -0.357256, , 
524441.833, 101401.929, 17.10, -0.357025, , 
525014.071, 101360.429, 17.14, -0.360400, , 
525320.310, 101360.429, 17.18, -0.361713, , 
525546.738, 101360.429, 17.23, -0.362682, , 
525510.810, 101360.429, 17.27, -0.362528, , 
525600.857, 101360.429, 17.32, -0.362914, , 
526189.905, 101360.429, 17.36, -0.365435, , 
527242.667, 101360.429, 17.40, -0.369933, , 
526833.595, 101360.429, 17.44, -0.368186, , 
527101.952, 101360.429, 17.49, -0.369332, , 
527613.262, 101360.429, 17.53, -0.371514, , 
527861.619, 101360.429, 17.57, -0.372573, , 
528222.500, 101360.429, 17.61, -0.374111, , 
528622.762, 101354.667, 17.66, -0.375944, , 
528995.690, 101300.548, 17.70, -0.378733, , 
529469.095, 101323.286, 17.74, -0.380241, , 
529194.667, 101322.000, 17.78, -0.379102, , 
529747.095, 101283.667, 17.83, -0.382302, , 
529890.810, 101363.190, 17.87, -0.381146, , 
530376.119, 101336.929, 17.91, -0.383790, , 
530259.238, 101288.833, 17.95, -0.384362, , 
530177.643, 101240.214, 17.99, -0.385096, , 
530249.476, 101214.405, 18.04, -0.385975, , 
530824.595, 101197.976, 18.08, -0.388780, , 
531125.262, 101257.857, 18.12, -0.388723, , 
530794.452, 101254.548, 18.16, -0.387394, , 
531287.286, 101277.214, 18.21, -0.388979, , 
532052.143, 101300.786, 18.25, -0.391693, , 
532250.881, 101275.405, 18.29, -0.393097, , 
532120.667, 101320.048, 18.33, -0.391555, , 
532400.500, 101298.310, 18.37, -0.393221, , 
532621.548, 101301.857, 18.42, -0.394076, , 
532871.690, 101248.571, 18.46, -0.396317, , 
533141.714, 101254.000, 18.50, -0.397336, , 
533330.548, 101276.952, 18.54, -0.397623, , 
533055.548, 101297.095, 18.58, -0.396015, , 
533619.952, 101333.429, 18.63, -0.397589, , 
533847.548, 101282.238, 18.67, -0.399686, , 
533557.476, 101230.714, 18.71, -0.399608, , 
533791.952, 101235.714, 18.75, -0.400486, , 
533864.167, 101241.619, 18.79, -0.400659, , 
533723.190, 101239.786, 18.84, -0.400105, , 
534296.571, 101314.548, 18.88, -0.400860, , 
534332.333, 101339.167, 18.92, -0.400464, , 
533344.548, 101235.714, 18.96, -0.398599, , 
533452.929, 101249.286, 19.01, -0.398754, , 
533414.595, 101222.524, 19.05, -0.399187, , 
533677.405, 101228.405, 19.09, -0.400165, , 
533769.333, 101274.143, 19.14, -0.399536, , 
533635.452, 101245.333, 19.18, -0.399612, , 
533564.190, 101279.524, 19.22, -0.398551, , 
533831.190, 101258.667, 19.26, -0.400141, , 
533667.190, 101260.714, 19.30, -0.399404, , 
533477.571, 101283.190, 19.35, -0.398105, , 
533627.048, 101286.024, 19.39, -0.398672, , 
533112.929, 101249.333, 19.43, -0.397318, , 
533404.357, 101261.119, 19.47, -0.398286, , 
533409.476, 101312.643, 19.51, -0.397163, , 
533274.357, 101290.786, 19.56, -0.397078, , 
533035.024, 101348.857, 19.60, -0.394778, , 
532804.667, 101282.762, 19.64, -0.395274, , 
532399.738, 101269.857, 19.68, -0.393850, , 
532022.190, 101272.762, 19.73, -0.392189, , 
531674.833, 101230.167, 19.77, -0.391665, , 
531497.643, 101239.571, 19.81, -0.390706, , 
530923.738, 101202.024, 19.85, -0.389110, , 
531439.405, 101244.595, 19.89, -0.390348, , 
531152.429, 101255.310, 19.94, -0.388894, , 
530376.476, 101274.048, 19.98, -0.385188, , 
530314.810, 101281.643, 20.02, -0.384757, , 
529871.476, 101255.381, 20.06, -0.383459, , 
529884.238, 101318.214, 20.11, -0.382117, , 
529367.357, 101255.190, 20.15, -0.381321, , 
528569.619, 101198.476, 20.19, -0.379188, , 
528248.381, 101214.905, 20.23, -0.377455, , 
528024.190, 101201.952, 20.27, -0.376787, , 
526972.190, 101191.857, 20.32, -0.372524, , 
527346.905, 101289.310, 20.36, -0.371957, , 
526787.214, 101274.119, 20.40, -0.369905, , 
526097.238, 101211.524, 20.44, -0.368347, , 
526177.429, 101196.857, 20.48, -0.369016, , 
525837.048, 101180.643, 20.53, -0.367920, , 
525071.357, 101192.238, 20.57, -0.364383, , 
524822.095, 101222.286, 20.61, -0.362646, , 
523685.190, 101222.119, 20.66, -0.357770, , 
523383.024, 101162.500, 20.69, -0.357797, , 
522825.333, 101204.714, 20.74, -0.354459, , 
522047.333, 101181.643, 20.78, -0.351620, , 
521642.524, 101197.833, 20.82, -0.349515, , 
521822.024, 101227.524, 20.87, -0.349629, , 
521162.619, 101220.071, 20.91, -0.346949, , 
520349.000, 101216.214, 20.95, -0.343519, , 
519774.548, 101225.643, 20.99, -0.340823, , 
519508.619, 101253.881, 21.04, -0.339044, , 
518851.667, 101262.071, 21.08, -0.336014, , 
518284.905, 101295.952, 21.12, -0.332802, , 
