FlowCell Text Data File: 230207_sample1.csv
Software Version: 2.00Q
Triax Firmware Version: 0.43
Fractionator Firmware Version 4.207
Date: 2023-02-07
Time: 16:50:08
User: Riyaz Shah

Experiment name: 

*** CENTRIFUGE SETTINGS ***
Rotor Manufacturer: Sorvall/Thermo/Fisher
Rotor Model: TH-641
Speed: 38 rpm
Gradient: sucrose 10.0% to 50.0% v/v
Time: 2.0
w2t:  x 10^0
Number of Tubes: 2
Sample Volume: 0.5 ml
Temperature: 4.0 deg C

*** FRACTIONATION SETTINGS ***
Volume displaced/mm: 0.143 ml/mm
Tubing length: 290 mm
Total Dead Volume (= last fraction): 0.299 ml
Scan Speed: 0.20 mm/sec
Total Distance: 78.3 mm
Upper Limit to Slow-down Distance: 43.90 mm
Start mode: Meniscus sensing
Fail-safe Distance (M): 8 mm
Number of fractions: 10
Distance/fraction: 7.83 mm
Start Distance: 0.00 mm
Volume/fraction: 1.117 ml
Data Samples/mm: 22.94

*** SCANNING SETTINGS ***
Scanning mode: SINGLE UV OD
Channel A (LED1) Wavelength: 260 nm
Sensitivity: 0
Integration time: 218 ms
Averaging: 1 samples
LED1 (260 nm) On Time: 10 ms
Sample A Zero: 466075
Source A Zero: 105609.6

Data Columns:
Sample, Source, Position(mm), Absorbance, Fraction Number, Fraction Volume(ml)
246666.571, 109483.643, 3.41, 1.513042, , 
246380.548, 109510.405, 3.46, 1.516203, , 
245755.214, 109578.000, 3.50, 1.523311, , 
245063.333, 109495.571, 3.54, 1.527962, , 
244597.714, 109413.929, 3.58, 1.530563, , 
243920.095, 109371.119, 3.62, 1.535926, , 
243332.690, 109340.833, 3.67, 1.540728, , 
242763.619, 109309.310, 3.71, 1.545349, , 
242228.071, 109363.548, 3.75, 1.551435, , 
241604.548, 109417.024, 3.79, 1.558336, , 
240886.071, 109446.857, 3.83, 1.565651, , 
240428.714, 109439.238, 3.88, 1.569772, , 
239881.476, 109392.167, 3.92, 1.573931, , 
239178.357, 109390.905, 3.96, 1.580511, , 
238475.952, 109476.714, 4.00, 1.588895, , 
237926.095, 109372.929, 4.04, 1.591955, , 
237324.429, 109377.000, 4.09, 1.597737, , 
236694.500, 109418.976, 4.13, 1.604582, , 
235898.262, 109340.571, 4.17, 1.610552, , 
235302.548, 109252.786, 4.21, 1.614434, , 
234626.286, 109259.000, 4.26, 1.621040, , 
234234.952, 109333.167, 4.30, 1.626323, , 
233774.524, 109333.714, 4.34, 1.630763, , 
233065.929, 109340.595, 4.39, 1.637736, , 
232200.262, 109322.024, 4.43, 1.645728, , 
231902.357, 109275.262, 4.47, 1.647654, , 
231460.762, 109282.762, 4.51, 1.652098, , 
231003.976, 109366.548, 4.55, 1.658268, , 
230435.619, 109374.976, 4.60, 1.663985, , 
229983.167, 109337.619, 4.64, 1.667640, , 
229188.952, 109282.048, 4.68, 1.674281, , 
228603.048, 109287.024, 4.72, 1.680144, , 
228139.333, 109231.048, 4.76, 1.683560, , 
227523.405, 109215.238, 4.81, 1.689318, , 
226764.405, 109163.405, 4.85, 1.695770, , 
226579.786, 109185.190, 4.89, 1.698052, , 
225889.524, 109170.000, 4.93, 1.704605, , 
225245.905, 109133.262, 4.97, 1.710269, , 
224722.524, 109103.762, 5.02, 1.714896, , 
224624.595, 109143.929, 5.06, 1.716705, , 
224203.357, 109239.500, 5.10, 1.722899, , 
223501.667, 109240.333, 5.14, 1.729970, , 
223115.429, 109270.571, 5.19, 1.734485, , 
222695.357, 109272.452, 5.23, 1.738765, , 
222077.238, 109249.381, 5.27, 1.744545, , 
221883.976, 109263.929, 5.31, 1.746804, , 
221472.643, 109264.024, 5.35, 1.750982, , 
221357.095, 109278.214, 5.40, 1.752448, , 
220864.262, 109189.548, 5.44, 1.755638, , 
220301.476, 109106.048, 5.48, 1.759658, , 
219685.095, 109060.190, 5.52, 1.765017, , 
219454.357, 109045.143, 5.57, 1.767071, , 
219413.310, 109094.667, 5.61, 1.768514, , 
218984.667, 109068.071, 5.65, 1.772366, , 
218648.190, 109089.310, 5.69, 1.776265, , 
218375.857, 109125.881, 5.73, 1.779824, , 
218151.714, 109089.071, 5.78, 1.781376, , 
217997.048, 109061.500, 5.82, 1.782403, , 
217574.905, 109022.976, 5.86, 1.785970, , 
217306.000, 109014.643, 5.90, 1.788581, , 
217028.881, 108997.905, 5.94, 1.791107, , 
216767.071, 109020.881, 5.99, 1.794298, , 
216677.286, 109003.214, 6.03, 1.794866, , 
216474.929, 108950.071, 6.07, 1.795871, , 
216108.333, 108991.310, 6.12, 1.800537, , 
216243.452, 109064.667, 6.16, 1.800644, , 
216215.476, 109109.429, 6.20, 1.801859, , 
215813.881, 109061.810, 6.24, 1.805060, , 
215597.476, 109019.833, 6.28, 1.806452, , 
215444.881, 108979.143, 6.33, 1.807205, , 
215709.524, 109000.238, 6.37, 1.804878, , 
215697.310, 109003.952, 6.41, 1.805082, , 
215609.143, 108972.381, 6.45, 1.805350, , 
215921.929, 108945.952, 6.50, 1.801542, , 
215733.381, 108899.500, 6.54, 1.802548, , 
215736.143, 108908.929, 6.58, 1.802714, , 
215794.452, 108888.857, 6.62, 1.801691, , 
215726.286, 108925.429, 6.66, 1.803158, , 
215801.167, 108921.119, 6.71, 1.802288, , 
215897.095, 108888.024, 6.75, 1.800604, , 
216128.833, 108868.262, 6.79, 1.797781, , 
215987.024, 108863.048, 6.83, 1.799150, , 
216059.929, 108794.571, 6.87, 1.796975, , 
216109.786, 108824.310, 6.92, 1.797071, , 
215754.643, 108774.024, 6.96, 1.799732, , 
215732.286, 108729.048, 7.00, 1.799034, , 
216429.286, 108732.881, 7.04, 1.791855, , 
216515.500, 108708.000, 7.09, 1.790443, , 
216342.571, 108787.333, 7.13, 1.793883, , 
216652.238, 108734.786, 7.17, 1.789577, , 
217319.190, 108798.071, 7.21, 1.783969, , 
217326.048, 108706.667, 7.25, 1.782007, , 
217758.262, 108728.048, 7.30, 1.777978, , 
218145.262, 108721.095, 7.34, 1.773838, , 
218561.238, 108729.762, 7.38, 1.769731, , 
218669.714, 108704.714, 7.42, 1.768095, , 
219133.643, 108653.262, 7.47, 1.762260, , 
219838.048, 108669.214, 7.51, 1.755368, , 
219960.214, 108614.095, 7.55, 1.752976, , 
220240.405, 108607.857, 7.59, 1.749982, , 
220829.905, 108625.167, 7.63, 1.744325, , 
221143.500, 108562.452, 7.68, 1.739832, , 
221216.643, 108619.167, 7.72, 1.740263, , 
221916.310, 108569.690, 7.76, 1.732132, , 
222793.810, 108419.405, 7.80, 1.720133, , 
223196.595, 108346.310, 7.84, 1.714551, 1, 1.109
223493.095, 108351.429, 7.89, 1.711669, , 
224025.167, 108328.071, 7.93, 1.705833, , 
224480.619, 108370.714, 7.97, 1.702148, , 
225513.690, 108363.619, 8.02, 1.691668, , 
225496.095, 108306.333, 8.06, 1.690654, , 
225810.071, 108245.071, 8.10, 1.686249, , 
227034.500, 108485.619, 8.14, 1.679075, , 
227181.762, 108539.976, 8.18, 1.678743, , 
228688.476, 108557.405, 8.23, 1.664228, , 
229742.714, 108507.286, 8.27, 1.652838, , 
229374.048, 108398.405, 8.31, 1.654193, , 
230283.071, 108273.429, 8.35, 1.642696, , 
231586.595, 108269.524, 8.40, 1.629912, , 
231837.095, 108296.548, 8.44, 1.628041, , 
232736.905, 108258.262, 8.48, 1.618528, , 
234583.952, 108188.024, 8.52, 1.599278, , 
235691.595, 108237.690, 8.56, 1.589710, , 
236863.857, 108246.667, 8.61, 1.578731, , 
236963.714, 108298.000, 8.65, 1.578849, , 
238561.619, 108279.048, 8.69, 1.563331, , 
239773.476, 108235.905, 8.73, 1.551031, , 
241219.214, 108217.786, 8.77, 1.537126, , 
241630.833, 108198.833, 8.82, 1.532895, , 
242622.833, 108168.810, 8.86, 1.523050, , 
244247.786, 108186.262, 8.90, 1.508392, , 
245561.262, 108153.286, 8.94, 1.495636, , 
246863.881, 108243.119, 8.99, 1.485598, , 
247400.167, 108417.381, 9.03, 1.484335, , 
248590.024, 108409.595, 9.07, 1.473376, , 
250487.690, 108282.667, 9.11, 1.453625, , 
251730.738, 108124.405, 9.15, 1.439194, , 
252481.333, 108105.714, 9.20, 1.432104, , 
252901.357, 108098.095, 9.24, 1.428205, , 
255121.119, 108116.524, 9.28, 1.408922, , 
257209.905, 108171.548, 9.32, 1.391717, , 
258456.976, 108171.548, 9.36, 1.380832, , 
259403.571, 108171.548, 9.41, 1.372605, , 
260963.167, 108171.548, 9.45, 1.359116, , 
263756.619, 108171.548, 9.50, 1.335154, , 
265731.857, 108171.548, 9.54, 1.318364, , 
267305.405, 108171.548, 9.58, 1.305077, , 
268738.976, 108171.548, 9.62, 1.293040, , 
270180.952, 108171.548, 9.67, 1.280997, , 
272155.405, 108171.548, 9.71, 1.264611, , 
275122.762, 108171.548, 9.75, 1.240207, , 
276661.833, 108171.548, 9.80, 1.227653, , 
277709.048, 108031.881, 9.84, 1.216243, , 
279982.833, 108065.286, 9.88, 1.198588, , 
281969.857, 108256.929, 9.92, 1.186660, , 
284370.714, 108119.333, 9.96, 1.164718, , 
286165.214, 108270.000, 10.01, 1.153695, , 
288002.048, 108219.429, 10.05, 1.138245, , 
290824.762, 108071.905, 10.09, 1.113226, , 
292908.690, 108008.310, 10.13, 1.095833, , 
295048.476, 108015.976, 10.18, 1.079612, , 
296739.381, 108016.690, 10.22, 1.066767, , 
298386.738, 108071.190, 10.26, 1.055443, , 
300693.833, 107988.548, 10.30, 1.036389, , 
304070.000, 107950.976, 10.34, 1.010479, , 
307631.333, 107962.310, 10.39, 0.984510, , 
309616.167, 107968.952, 10.43, 0.970176, , 
312059.643, 107959.286, 10.47, 0.952284, , 
315536.262, 107905.548, 10.51, 0.926230, , 
318219.262, 107999.262, 10.55, 0.909129, , 
320050.595, 107954.119, 10.60, 0.895274, , 
323704.595, 107912.595, 10.64, 0.868861, , 
327093.976, 107861.786, 10.68, 0.844360, , 
330723.548, 107882.905, 10.72, 0.819966, , 
333411.357, 107854.262, 10.77, 0.801153, , 
336254.905, 107916.095, 10.81, 0.783331, , 
338674.310, 107877.595, 10.85, 0.766394, , 
342161.810, 107905.762, 10.89, 0.743926, , 
345207.190, 107841.857, 10.93, 0.722652, , 
347751.500, 107901.857, 10.98, 0.707378, , 
350431.976, 107888.429, 11.02, 0.689818, , 
353312.429, 107880.643, 11.06, 0.671233, , 
357156.381, 107840.905, 11.11, 0.646052, , 
361126.833, 107868.429, 11.15, 0.621747, , 
363425.333, 107865.381, 11.19, 0.607405, , 
366536.190, 108055.452, 11.23, 0.592186, , 
369845.571, 108028.167, 11.27, 0.571390, , 
373218.786, 108051.310, 11.32, 0.551440, , 
375577.690, 108018.071, 11.36, 0.536568, , 
379575.571, 108070.024, 11.40, 0.513822, , 
383664.619, 108065.357, 11.44, 0.489611, , 
387131.643, 108086.000, 11.48, 0.469796, , 
390496.357, 108064.095, 11.53, 0.449865, , 
393751.500, 108072.952, 11.57, 0.431368, , 
397198.048, 108080.143, 11.61, 0.411905, , 
400174.167, 108048.929, 11.65, 0.394456, , 
403718.167, 108069.190, 11.70, 0.375035, , 
406644.357, 108039.619, 11.74, 0.358167, , 
409119.905, 107978.595, 11.78, 0.343237, , 
412617.095, 107987.119, 11.82, 0.324259, , 
416443.762, 108062.452, 11.86, 0.305054, , 
419082.310, 108006.667, 11.91, 0.289678, , 
421248.643, 108033.333, 11.95, 0.278631, , 
424204.262, 108012.190, 11.99, 0.262456, , 
427900.714, 108004.476, 12.03, 0.242770, , 
430711.357, 107980.000, 12.08, 0.227526, , 
433407.333, 108005.000, 12.12, 0.214005, , 
436336.690, 107999.214, 12.16, 0.198725, , 
439676.667, 107958.238, 12.20, 0.180711, , 
442663.452, 107997.452, 12.24, 0.166292, , 
445293.214, 107947.262, 12.29, 0.151916, , 
447383.952, 107881.762, 12.33, 0.140009, , 
449552.714, 107965.333, 12.37, 0.130868, , 
452774.714, 107985.619, 12.41, 0.115220, , 
455973.595, 107957.095, 12.45, 0.098781, , 
458704.643, 107976.500, 12.50, 0.085747, , 
460358.595, 107996.167, 12.54, 0.078057, , 
462775.738, 107997.381, 12.58, 0.066297, , 
465678.952, 107969.071, 12.62, 0.051633, , 
467958.476, 107942.214, 12.67, 0.040084, , 
469384.190, 107899.833, 12.71, 0.032355, , 
471104.952, 107913.690, 12.75, 0.024409, , 
472704.476, 107874.333, 12.79, 0.015960, , 
474839.024, 107874.976, 12.83, 0.005834, , 
476948.000, 107927.786, 12.88, -0.003037, , 
478426.381, 107876.333, 12.92, -0.011075, , 
480475.452, 107862.190, 12.96, -0.020988, , 
481836.714, 107807.476, 13.00, -0.028497, , 
483606.405, 107854.952, 13.04, -0.035756, , 
485583.881, 107941.381, 13.09, -0.043137, , 
487379.952, 107856.833, 13.13, -0.053209, , 
488641.714, 107913.357, 13.17, -0.057848, , 
489984.024, 107849.548, 13.21, -0.065353, , 
491859.976, 107828.405, 13.26, -0.074394, , 
493535.286, 107843.524, 13.30, -0.081730, , 
494864.095, 107806.595, 13.34, -0.088552, , 
496060.714, 107868.595, 13.39, -0.092694, , 
497364.262, 107865.857, 13.43, -0.098657, , 
498502.690, 107915.643, 13.47, -0.102763, , 
499739.952, 107856.167, 13.51, -0.109582, , 
501142.381, 107789.548, 13.55, -0.117280, , 
502925.333, 107808.905, 13.60, -0.124868, , 
503901.738, 107762.143, 13.64, -0.130209, , 
504615.405, 107743.952, 13.68, -0.133774, , 
505551.500, 107765.667, 13.72, -0.137491, , 
506177.643, 107760.762, 13.76, -0.140379, , 
507445.071, 107779.714, 13.81, -0.145611, , 
508801.595, 107781.690, 13.85, -0.151578, , 
509018.310, 107672.690, 13.89, -0.154813, , 
510024.024, 107744.952, 13.93, -0.157745, , 
510661.667, 107780.476, 13.97, -0.159815, , 
511177.833, 107740.238, 14.02, -0.162929, , 
512397.929, 107721.762, 14.06, -0.168680, , 
513995.429, 107736.405, 14.10, -0.175380, , 
515001.714, 107771.738, 14.14, -0.179043, , 
515977.405, 107762.643, 14.19, -0.183493, , 
516982.024, 107713.571, 14.23, -0.188895, , 
518093.476, 107740.619, 14.27, -0.193163, , 
518685.452, 107720.024, 14.31, -0.196163, , 
519373.238, 107710.881, 14.36, -0.199336, , 
519916.333, 107726.976, 14.40, -0.201352, , 
520204.405, 107715.405, 14.44, -0.202840, , 
520932.071, 107827.333, 14.48, -0.203649, , 
521198.024, 107761.833, 14.52, -0.206165, , 
522720.119, 107856.571, 14.57, -0.210750, , 
523431.548, 107780.476, 14.61, -0.215399, , 
524767.310, 107754.429, 14.65, -0.221678, , 
525371.095, 107712.286, 14.69, -0.225147, , 
525381.524, 107628.833, 14.73, -0.226936, , 
525627.762, 107621.405, 14.78, -0.228145, , 
525969.762, 107616.310, 14.82, -0.229716, , 
526073.905, 107556.357, 14.86, -0.231415, , 
526521.976, 107562.571, 14.90, -0.233201, , 
527167.476, 107629.667, 14.94, -0.234555, , 
528036.952, 107673.881, 14.99, -0.237340, , 
528811.762, 107593.643, 15.03, -0.242317, , 
529641.333, 107537.810, 15.07, -0.247013, , 
531329.810, 107672.143, 15.12, -0.251366, , 
532007.167, 107639.905, 15.16, -0.254907, , 
531870.333, 107503.500, 15.20, -0.257182, , 
532255.429, 107524.429, 15.24, -0.258373, , 
532657.905, 107519.000, 15.28, -0.260187, , 
532911.619, 107481.000, 15.33, -0.262054, , 
532645.881, 107423.810, 15.37, -0.262130, , 
533010.167, 107460.571, 15.41, -0.262898, , 
534251.429, 107520.881, 15.45, -0.266870, , 
535267.048, 107504.286, 15.50, -0.271492, , 
535566.571, 107505.619, 15.54, -0.272723, , 
535986.262, 107487.762, 15.58, -0.274859, , 
536323.500, 107532.167, 15.62, -0.275345, , 
536504.667, 107531.524, 15.66, -0.276119, 2, 1.115
536510.524, 107493.238, 15.71, -0.276945, , 
536680.595, 107498.357, 15.75, -0.277551, , 
537133.905, 107557.214, 15.79, -0.278219, , 
538062.762, 107534.810, 15.83, -0.282576, , 
538924.643, 107483.524, 15.87, -0.287252, , 
540105.595, 107500.476, 15.92, -0.291823, , 
540356.524, 107442.952, 15.96, -0.294073, , 
540759.714, 107432.452, 16.00, -0.295971, , 
540649.548, 107395.762, 16.04, -0.296281, , 
540312.214, 107382.619, 16.09, -0.295152, , 
540781.262, 107332.167, 16.13, -0.298163, , 
541547.881, 107457.881, 16.17, -0.298716, , 
541777.643, 107432.976, 16.21, -0.300193, , 
541811.024, 107518.833, 16.25, -0.298533, , 
543254.762, 107490.833, 16.30, -0.305108, , 
544178.214, 107442.810, 16.34, -0.309936, , 
544871.762, 107406.381, 16.38, -0.313565, , 
545375.119, 107399.786, 16.42, -0.315782, , 
545866.476, 107467.714, 16.46, -0.316385, , 
546229.333, 107501.857, 16.51, -0.317166, , 
546103.976, 107494.643, 16.55, -0.316800, , 
546531.571, 107530.714, 16.59, -0.317807, , 
546755.071, 107528.167, 16.64, -0.318780, , 
547257.881, 107432.810, 16.68, -0.322845, , 
548407.167, 107443.857, 16.72, -0.327335, , 
547839.952, 107320.000, 16.76, -0.327602, , 
547898.214, 107308.929, 16.80, -0.328074, , 
547948.690, 107362.881, 16.85, -0.327150, , 
548883.714, 107471.429, 16.89, -0.328712, , 
548782.690, 107398.381, 16.93, -0.329828, , 
549622.190, 107491.381, 16.97, -0.331320, , 
549972.595, 107439.786, 17.02, -0.333835, , 
550298.643, 107356.619, 17.06, -0.336912, , 
550396.619, 107362.762, 17.10, -0.337183, , 
551142.095, 107370.667, 17.14, -0.340064, , 
551285.357, 107370.667, 17.18, -0.340649, , 
551217.548, 107370.667, 17.23, -0.340372, , 
551453.500, 107370.667, 17.27, -0.341335, , 
551946.786, 107370.667, 17.32, -0.343347, , 
551868.119, 107370.667, 17.36, -0.343026, , 
551837.000, 107370.667, 17.40, -0.342899, , 
552341.714, 107370.667, 17.44, -0.344957, , 
552872.762, 107370.667, 17.49, -0.347119, , 
552311.214, 107370.667, 17.53, -0.344833, , 
552476.214, 107370.667, 17.57, -0.345505, , 
552591.714, 107370.667, 17.61, -0.345975, , 
552829.810, 107171.071, 17.65, -0.351132, , 
552670.500, 107151.976, 17.70, -0.350884, , 
553153.310, 107127.024, 17.74, -0.353374, , 
553504.857, 106934.857, 17.78, -0.358844, , 
554063.500, 107121.690, 17.82, -0.357186, , 
553307.571, 107094.452, 17.87, -0.354685, , 
554225.476, 107151.881, 17.91, -0.357209, , 
554756.095, 107236.119, 17.95, -0.357594, , 
555038.619, 107241.595, 17.99, -0.358625, , 
554536.190, 107106.690, 18.03, -0.359420, , 
554481.381, 107036.786, 18.08, -0.360667, , 
555022.952, 107132.976, 18.12, -0.360842, , 
555148.714, 107174.429, 18.16, -0.360481, , 
555495.429, 107119.333, 18.20, -0.363044, , 
555426.190, 107157.333, 18.25, -0.361965, , 
555785.476, 107204.619, 18.29, -0.362427, , 
556250.071, 107269.000, 18.33, -0.362957, , 
556014.429, 107277.095, 18.37, -0.361833, , 
556215.810, 107249.952, 18.42, -0.363218, , 
556067.762, 107227.000, 18.46, -0.363100, , 
556348.976, 107191.762, 18.50, -0.364978, , 
556385.976, 107154.381, 18.54, -0.365912, , 
556236.405, 107129.286, 18.59, -0.365834, , 
556831.905, 107208.095, 18.63, -0.366587, , 
557119.238, 107220.762, 18.67, -0.367483, , 
556563.286, 107093.333, 18.71, -0.367912, , 
556930.714, 107214.286, 18.75, -0.366857, , 
557011.262, 107170.619, 18.80, -0.368099, , 
557163.071, 107179.595, 18.84, -0.368524, , 
557275.095, 107181.190, 18.88, -0.368943, , 
557191.762, 107129.214, 18.92, -0.369698, , 
557399.833, 107168.714, 18.96, -0.369708, , 
557539.310, 107131.405, 19.01, -0.371055, , 
557122.167, 107105.881, 19.05, -0.369907, , 
557402.405, 107097.500, 19.09, -0.371215, , 
557681.119, 107156.810, 19.13, -0.371094, , 
557961.262, 107138.262, 19.17, -0.372614, , 
558311.667, 107203.095, 19.22, -0.372665, , 
558694.071, 107228.095, 19.26, -0.373681, , 
558476.667, 107178.476, 19.30, -0.373847, , 
558358.524, 107161.619, 19.34, -0.373725, , 
558199.786, 107102.643, 19.39, -0.374324, , 
558103.976, 107154.786, 19.43, -0.372842, , 
557858.286, 107158.524, 19.47, -0.371773, , 
557288.929, 107064.714, 19.51, -0.371446, , 
556661.786, 107011.214, 19.55, -0.370036, , 
557313.881, 107047.595, 19.60, -0.371906, , 
556732.405, 107038.381, 19.64, -0.369751, , 
556873.595, 107056.905, 19.68, -0.369932, , 
556784.429, 107028.381, 19.72, -0.370171, , 
556460.857, 107030.976, 19.77, -0.368808, , 
556304.643, 107195.262, 19.81, -0.364725, , 
555211.310, 107105.952, 19.85, -0.362173, , 
555350.786, 107068.643, 19.89, -0.363523, , 
555323.833, 107036.333, 19.94, -0.364093, , 
554815.524, 107072.500, 19.98, -0.361272, , 
554490.810, 107070.452, 20.02, -0.359997, , 
553958.286, 107051.167, 20.06, -0.358240, , 
553278.238, 107075.571, 20.10, -0.354963, , 
552924.476, 107113.357, 20.15, -0.352729, , 
552034.548, 107065.405, 20.19, -0.350112, , 
551170.714, 106973.714, 20.23, -0.348516, , 
550526.310, 106853.143, 20.27, -0.348421, , 
549801.786, 106982.810, 20.32, -0.342728, , 
548635.476, 106824.690, 20.36, -0.341278, , 
547805.643, 106953.286, 20.40, -0.335164, , 
547319.690, 107036.095, 20.44, -0.331425, , 
546273.357, 106993.643, 20.48, -0.328011, , 
545110.905, 107016.452, 20.53, -0.322738, , 
544046.310, 106947.643, 20.57, -0.319786, , 
542624.405, 106865.524, 20.61, -0.315625, , 
541856.548, 106921.357, 20.65, -0.311263, , 
541501.310, 107068.238, 20.70, -0.306698, , 
539952.571, 106994.071, 20.74, -0.301811, , 
539307.024, 107056.548, 20.78, -0.297806, , 
537122.881, 106960.524, 20.82, -0.290692, , 
536506.381, 106856.905, 20.86, -0.290289, , 
535243.714, 106819.143, 20.91, -0.285782, , 
534127.429, 106778.810, 20.95, -0.281934, , 
532734.500, 106774.857, 20.99, -0.276140, , 
531932.833, 106804.000, 21.03, -0.272137, , 
530586.833, 106850.810, 21.07, -0.265449, , 
528922.881, 106715.500, 21.12, -0.261232, , 
