FlowCell Text Data File: 230207_sample2.csv
Software Version: 2.00Q
Triax Firmware Version: 0.43
Fractionator Firmware Version 4.207
Date: 2023-02-07
Time: 16:59:59
User: Riyaz Shah

Experiment name: 

*** CENTRIFUGE SETTINGS ***
Rotor Manufacturer: Sorvall/Thermo/Fisher
Rotor Model: TH-641
Speed: 38 rpm
Gradient: sucrose 10.0% to 50.0% v/v
Time: 2.0
w2t:  x 10^0
Number of Tubes: 2
Sample Volume: 0.5 ml
Temperature: 4.0 deg C

*** FRACTIONATION SETTINGS ***
Volume displaced/mm: 0.143 ml/mm
Tubing length: 290 mm
Total Dead Volume (= last fraction): 0.299 ml
Scan Speed: 0.20 mm/sec
Total Distance: 78.3 mm
Upper Limit to Slow-down Distance: 43.90 mm
Start mode: Meniscus sensing
Fail-safe Distance (M): 8 mm
Number of fractions: 10
Distance/fraction: 7.83 mm
Start Distance: 0.00 mm
Volume/fraction: 1.117 ml
Data Samples/mm: 22.94

*** SCANNING SETTINGS ***
Scanning mode: SINGLE UV OD
Channel A (LED1) Wavelength: 260 nm
Sensitivity: 0
Integration time: 218 ms
Averaging: 1 samples
LED1 (260 nm) On Time: 10 ms
Sample A Zero: 466075
Source A Zero: 105609.6

Data Columns:
Sample, Source, Position(mm), Absorbance, Fraction Number, Fraction Volume(ml)
426655.167, 102821.381, 12.20, 0.138655, , 
429726.524, 102789.571, 12.24, 0.121817, , 
432691.000, 102867.000, 12.28, 0.108040, , 
434692.810, 102864.000, 12.33, 0.097587, , 
437443.857, 102901.000, 12.37, 0.084199, , 
441548.333, 102889.548, 12.41, 0.062931, , 
444588.952, 102896.952, 12.45, 0.047649, , 
446274.762, 102820.905, 12.49, 0.037468, , 
448230.452, 102846.976, 12.54, 0.028198, , 
450713.833, 102774.881, 12.58, 0.014186, , 
454275.286, 102864.167, 12.62, -0.001572, , 
457007.476, 102822.786, 12.66, -0.015972, , 
458177.952, 102775.905, 12.71, -0.022755, , 
459298.976, 102779.524, 12.75, -0.028175, , 
462003.381, 102875.690, 12.79, -0.039282, , 
464511.619, 102852.810, 12.83, -0.051968, , 
465776.476, 102805.476, 12.87, -0.059123, , 
467322.000, 102845.048, 12.92, -0.065712, , 
469172.357, 102824.595, 12.96, -0.075053, , 
470803.048, 102822.405, 13.00, -0.082909, , 
472558.190, 102776.143, 13.04, -0.092295, , 
474219.738, 102796.857, 13.09, -0.099741, , 
475665.024, 102871.738, 13.13, -0.104950, , 
477218.952, 102857.381, 13.17, -0.112604, , 
478324.214, 102751.095, 13.21, -0.120137, , 
480290.024, 102708.429, 13.25, -0.130301, , 
481336.786, 102824.524, 13.30, -0.132658, , 
481882.405, 102839.881, 13.34, -0.134872, , 
484853.548, 102841.929, 13.38, -0.148660, , 
486537.476, 102893.881, 13.42, -0.155326, , 
487266.548, 102825.833, 13.47, -0.160184, , 
489114.000, 102840.667, 13.51, -0.168376, , 
490285.595, 102883.524, 13.55, -0.172823, , 
491489.357, 102824.929, 13.59, -0.179623, , 
492633.095, 102782.000, 13.63, -0.185794, , 
493807.071, 102809.119, 13.68, -0.190557, , 
494409.881, 102815.643, 13.72, -0.193159, , 
495811.167, 102858.524, 13.76, -0.198590, , 
496898.167, 102876.833, 13.80, -0.203118, , 
497706.190, 102878.238, 13.85, -0.206744, , 
498280.857, 102869.214, 13.89, -0.209538, , 
499203.381, 102860.762, 13.93, -0.213886, , 
499795.905, 102840.524, 13.97, -0.216998, , 
500815.048, 102861.357, 14.01, -0.221126, , 
501918.738, 102852.810, 14.06, -0.226268, , 
502160.690, 102836.881, 14.10, -0.227701, , 
502949.643, 102852.238, 14.14, -0.230898, , 
504196.095, 102902.643, 14.18, -0.235365, , 
505038.548, 102933.095, 14.22, -0.238456, , 
505872.524, 102902.571, 14.27, -0.242837, , 
507043.310, 102919.810, 14.31, -0.247662, , 
507695.262, 102793.357, 14.35, -0.253321, , 
508463.000, 102896.500, 14.39, -0.254464, , 
509059.381, 102901.976, 14.44, -0.256983, , 
509786.286, 102897.381, 14.48, -0.260294, , 
510732.643, 102960.310, 14.52, -0.263092, , 
511147.048, 102946.476, 14.56, -0.265220, , 
512137.119, 103026.214, 14.61, -0.267832, , 
512509.762, 103011.429, 14.65, -0.269792, , 
513518.833, 102975.810, 14.69, -0.274997, , 
513654.690, 102957.667, 14.73, -0.275989, , 
514075.238, 102859.310, 14.78, -0.279981, , 
514235.952, 102853.929, 14.82, -0.280803, , 
515003.929, 102844.071, 14.86, -0.284377, , 
515806.881, 102884.929, 14.90, -0.286989, , 
516146.262, 102842.000, 14.94, -0.289408, , 
516125.024, 102843.810, 14.99, -0.289276, , 
516909.548, 102855.952, 15.03, -0.292428, , 
517308.048, 102865.976, 15.07, -0.293943, , 
517868.833, 102843.595, 15.11, -0.296871, , 
518239.905, 102844.333, 15.16, -0.298467, , 
518188.024, 102801.881, 15.20, -0.299171, , 
518840.405, 102797.024, 15.24, -0.302109, , 
520205.643, 102856.167, 15.28, -0.306728, , 
520863.881, 102919.310, 15.32, -0.308193, , 
521102.190, 102850.262, 15.37, -0.310732, , 
521916.810, 102945.048, 15.41, -0.312175, , 
521115.119, 102819.810, 15.45, -0.311455, , 
522142.810, 102779.810, 15.49, -0.316764, , 
523178.286, 102840.667, 15.53, -0.319890, , 
523323.119, 102796.833, 15.58, -0.321473, , 
523881.810, 102816.214, 15.62, -0.323450, , 
524118.738, 102785.190, 15.66, -0.325146, 2, 1.114
524511.952, 102795.286, 15.70, -0.326613, , 
524988.714, 102806.190, 15.75, -0.328419, , 
524235.905, 102801.262, 15.79, -0.325298, , 
525698.905, 102825.714, 15.83, -0.331034, , 
526670.905, 102958.595, 15.87, -0.332285, , 
526388.238, 102876.952, 15.91, -0.332862, , 
526290.071, 102865.810, 15.96, -0.332686, , 
526477.071, 102792.667, 16.00, -0.335086, , 
526846.286, 102800.071, 16.04, -0.336502, , 
527114.071, 102832.619, 16.08, -0.336933, , 
527726.667, 102871.619, 16.12, -0.338693, , 
528318.024, 102915.405, 16.17, -0.340256, , 
528872.000, 102888.952, 16.21, -0.343193, , 
528218.500, 102922.476, 16.25, -0.339677, , 
529720.143, 102888.262, 16.30, -0.346814, , 
530108.714, 102799.071, 16.34, -0.350416, , 
530535.119, 102812.190, 16.38, -0.351938, , 
531040.929, 102885.405, 16.42, -0.352481, , 
531873.476, 102941.310, 16.46, -0.354784, , 
531889.690, 102901.738, 16.51, -0.355718, , 
531336.452, 102854.595, 16.55, -0.354407, , 
531695.000, 102871.048, 16.59, -0.355565, , 
531848.095, 102812.738, 16.63, -0.357489, , 
531460.476, 102816.857, 16.68, -0.355758, , 
532628.214, 102835.905, 16.71, -0.360280, , 
532905.238, 102839.071, 16.76, -0.361381, , 
532869.762, 102818.286, 16.80, -0.361686, , 
533526.667, 102844.024, 16.84, -0.363896, , 
533923.524, 102846.048, 16.89, -0.365525, , 
534031.714, 102864.690, 16.93, -0.365573, , 
533644.405, 102805.167, 16.97, -0.365243, , 
534533.643, 102810.857, 17.01, -0.368865, , 
535199.500, 102833.119, 17.05, -0.371179, , 
535503.452, 102832.476, 17.10, -0.372471, , 
536034.833, 102893.286, 17.14, -0.373373, , 
536465.190, 102893.286, 17.18, -0.375179, , 
535734.405, 102893.286, 17.22, -0.372111, , 
536401.548, 102893.286, 17.27, -0.374912, , 
536683.452, 102893.286, 17.31, -0.376094, , 
537257.286, 102893.286, 17.35, -0.378499, , 
537717.643, 102893.286, 17.39, -0.380427, , 
538133.714, 102893.286, 17.44, -0.382167, , 
538723.381, 102893.286, 17.48, -0.384632, , 
538626.762, 102893.286, 17.52, -0.384228, , 
538794.881, 102893.286, 17.56, -0.384931, , 
538622.571, 102893.286, 17.61, -0.384211, , 
539151.214, 102809.571, 17.65, -0.388250, , 
539299.643, 102826.619, 17.69, -0.388496, , 
539288.548, 102830.952, 17.73, -0.388355, , 
539348.190, 102825.214, 17.77, -0.388730, , 
539530.024, 102808.881, 17.82, -0.389846, , 
539562.905, 102843.833, 17.86, -0.389218, , 
539244.024, 102752.071, 17.90, -0.389896, , 
539668.167, 102773.048, 17.94, -0.391206, , 
539965.643, 102778.762, 17.98, -0.392321, , 
540492.976, 102803.500, 18.03, -0.393977, , 
540546.476, 102784.571, 18.07, -0.394614, , 
540688.833, 102727.262, 18.11, -0.396461, , 
540161.905, 102761.333, 18.16, -0.393521, , 
540624.762, 102726.429, 18.19, -0.396213, , 
541090.286, 102740.667, 18.24, -0.397838, , 
541281.214, 102714.952, 18.28, -0.399195, , 
541754.524, 102762.881, 18.32, -0.400113, , 
541594.929, 102721.000, 18.36, -0.400367, , 
541863.881, 102746.952, 18.41, -0.400916, , 
542211.929, 102838.071, 18.45, -0.400366, , 
541981.167, 102824.381, 18.49, -0.399707, , 
541883.643, 102799.643, 18.54, -0.399844, , 
542538.524, 102814.690, 18.58, -0.402233, , 
542667.286, 102762.071, 18.62, -0.403919, , 
542803.548, 102756.548, 18.66, -0.404605, , 
542963.286, 102740.857, 18.70, -0.405610, , 
542882.024, 102732.952, 18.75, -0.405447, , 
542705.524, 102714.143, 18.79, -0.405127, , 
542446.119, 102683.000, 18.83, -0.404734, , 
542808.667, 102693.952, 18.87, -0.405997, , 
543020.024, 102710.738, 18.91, -0.406505, , 
542684.286, 102694.167, 18.96, -0.405477, , 
543091.310, 102710.833, 19.00, -0.406799, , 
543093.810, 102707.143, 19.04, -0.406890, , 
543919.595, 102859.119, 19.08, -0.406982, , 
544011.548, 102856.405, 19.13, -0.407421, , 
543997.905, 102822.952, 19.17, -0.408097, , 
544628.857, 102834.786, 19.21, -0.410447, , 
545115.524, 102865.857, 19.25, -0.411777, , 
544615.905, 102814.524, 19.29, -0.410837, , 
544731.857, 102830.405, 19.34, -0.410968, , 
545035.095, 102915.619, 19.38, -0.410356, , 
545137.738, 102915.833, 19.42, -0.410776, , 
545584.452, 102920.619, 19.46, -0.412514, , 
545236.381, 102869.524, 19.51, -0.412196, , 
545461.024, 102910.500, 19.55, -0.412226, , 
545124.381, 102874.214, 19.59, -0.411631, , 
545222.214, 102839.619, 19.63, -0.412791, , 
545243.381, 102854.762, 19.67, -0.412547, , 
545538.357, 102866.762, 19.72, -0.413502, , 
545609.524, 102879.000, 19.76, -0.413528, , 
545599.119, 102920.690, 19.80, -0.412573, , 
545343.262, 102838.429, 19.84, -0.413317, , 
545042.952, 102780.381, 19.88, -0.413348, , 
545086.048, 102815.833, 19.93, -0.412750, , 
545486.929, 102793.905, 19.97, -0.414884, , 
545872.762, 102873.452, 20.01, -0.414735, , 
545847.405, 102833.690, 20.05, -0.415500, , 
545884.429, 102797.500, 20.10, -0.416445, , 
545586.571, 102727.476, 20.14, -0.416750, , 
545472.976, 102824.190, 20.18, -0.414164, , 
545311.643, 102875.095, 20.22, -0.412384, , 
544793.405, 102820.024, 20.27, -0.411450, , 
544427.833, 102748.048, 20.31, -0.411515, , 
544540.262, 102764.952, 20.35, -0.411609, , 
544343.857, 102724.595, 20.39, -0.411681, , 
544183.310, 102735.119, 20.43, -0.410787, , 
544015.429, 102709.619, 20.48, -0.410651, , 
543730.357, 102700.881, 20.52, -0.409663, , 
543822.452, 102726.929, 20.56, -0.409474, , 
543657.167, 102720.262, 20.60, -0.408936, , 
543466.952, 102745.905, 20.65, -0.407586, , 
543282.619, 102699.952, 20.69, -0.407830, , 
543392.381, 102795.214, 20.73, -0.406198, , 
543220.905, 102798.357, 20.77, -0.405419, , 
542558.929, 102743.500, 20.81, -0.403876, , 
542540.381, 102762.619, 20.86, -0.403380, , 
542413.333, 102787.952, 20.90, -0.402299, , 
541904.595, 102797.929, 20.94, -0.399968, , 
541645.643, 102807.881, 20.98, -0.398675, , 
541100.381, 102742.310, 21.02, -0.397844, , 
540604.929, 102776.714, 21.07, -0.395029, , 
540198.167, 102746.833, 21.11, -0.393990, , 
