FlowCell Text Data File: 230207_sample6.csv
Software Version: 2.00Q
Triax Firmware Version: 0.43
Fractionator Firmware Version 4.207
Date: 2023-02-07
Time: 17:35:35
User: Riyaz Shah

Experiment name: 

*** CENTRIFUGE SETTINGS ***
Rotor Manufacturer: Sorvall/Thermo/Fisher
Rotor Model: TH-641
Speed: 38 rpm
Gradient: sucrose 10.0% to 50.0% v/v
Time: 2.0
w2t:  x 10^0
Number of Tubes: 2
Sample Volume: 0.5 ml
Temperature: 4.0 deg C

*** FRACTIONATION SETTINGS ***
Volume displaced/mm: 0.143 ml/mm
Tubing length: 290 mm
Total Dead Volume (= last fraction): 0.299 ml
Scan Speed: 0.20 mm/sec
Total Distance: 78.3 mm
Upper Limit to Slow-down Distance: 43.90 mm
Start mode: Meniscus sensing
Fail-safe Distance (M): 8 mm
Number of fractions: 10
Distance/fraction: 7.83 mm
Start Distance: 0.00 mm
Volume/fraction: 1.117 ml
Data Samples/mm: 22.94

*** SCANNING SETTINGS ***
Scanning mode: SINGLE UV OD
Channel A (LED1) Wavelength: 260 nm
Sensitivity: 0
Integration time: 218 ms
Averaging: 1 samples
LED1 (260 nm) On Time: 10 ms
Sample A Zero: 466075
Source A Zero: 105609.6

Data Columns:
Sample, Source, Position(mm), Absorbance, Fraction Number, Fraction Volume(ml)
375908.024, 100297.643, 2.48, 0.367706, , 
499786.500, 100359.119, 2.53, -0.271922, , 
505427.690, 100348.214, 2.57, -0.297425, , 
493797.690, 100425.833, 2.61, -0.243297, , 
478586.048, 100386.071, 2.65, -0.173772, , 
460791.714, 100320.881, 2.69, -0.089965, , 
461929.262, 100344.310, 2.74, -0.094989, , 
462349.095, 100334.571, 2.78, -0.097251, , 
463011.357, 100389.976, 2.82, -0.099230, , 
463327.905, 100448.857, 2.86, -0.099449, , 
462844.690, 100430.762, 2.91, -0.097506, , 
461868.143, 100362.881, 2.95, -0.094274, , 
461508.929, 100332.310, 2.99, -0.093209, , 
460742.452, 100181.643, 3.03, -0.092850, , 
333565.167, 100107.024, 3.07, 0.632366, , 
293480.214, 100041.286, 3.12, 0.919006, , 
294970.595, 100063.262, 3.16, 0.908101, , 
296037.952, 100116.238, 3.20, 0.901164, , 
295098.429, 100078.762, 3.24, 0.907474, , 
295692.524, 100050.643, 3.29, 0.902316, , 
296965.310, 100009.571, 3.33, 0.891726, , 
294938.143, 99991.310, 3.37, 0.906730, , 
295340.738, 99943.167, 3.41, 0.902576, , 
295616.286, 99928.333, 3.46, 0.900144, , 
295877.762, 100021.905, 3.50, 0.900260, , 
297063.762, 99934.310, 3.54, 0.889286, , 
297792.214, 99932.024, 3.58, 0.883723, , 
297678.714, 99940.333, 3.62, 0.884768, , 
298643.048, 99957.048, 3.66, 0.877865, , 
299092.262, 99979.667, 3.71, 0.874992, , 
296681.071, 99977.095, 3.75, 0.893150, , 
294300.405, 99981.333, 3.79, 0.911377, , 
292149.238, 100005.310, 3.83, 0.928426, , 
290880.190, 100016.881, 3.88, 0.938483, , 
290485.333, 100004.452, 3.92, 0.941260, , 
289903.667, 100006.762, 3.96, 0.945823, , 
290028.810, 100028.000, 4.00, 0.945330, , 
289403.595, 100085.524, 4.05, 0.951480, , 
288023.333, 100118.524, 4.09, 0.962981, , 
280951.571, 100155.738, 4.13, 1.019761, , 
276030.738, 100146.238, 4.17, 1.059313, , 
272850.071, 100052.143, 4.21, 1.083280, , 
277467.548, 100049.619, 4.26, 1.045457, , 
271850.262, 100011.048, 4.30, 1.090616, , 
272348.476, 100120.452, 4.34, 1.088956, , 
279880.548, 100120.333, 4.38, 1.027561, , 
292061.310, 100060.857, 4.42, 0.930353, , 
302983.786, 100093.548, 4.47, 0.848462, , 
300186.738, 100127.119, 4.51, 0.870089, , 
295543.119, 100101.548, 4.55, 0.904598, , 
292134.071, 100165.548, 4.59, 0.932146, , 
287403.857, 100095.095, 4.64, 0.967299, , 
288636.048, 100102.810, 4.68, 0.957845, , 
295993.143, 100101.310, 4.72, 0.901169, , 
303620.976, 100051.905, 4.76, 0.842798, , 
304145.524, 100070.762, 4.80, 0.839337, , 
309136.310, 100023.571, 4.85, 0.801648, , 
319497.524, 100055.786, 4.89, 0.728182, , 
328423.667, 100045.143, 4.93, 0.665932, , 
332391.071, 100051.381, 4.97, 0.639050, , 
332458.976, 100133.429, 5.02, 0.640435, , 
329408.000, 100195.524, 5.06, 0.662577, , 
320434.810, 100184.881, 5.10, 0.724491, , 
311288.762, 100158.905, 5.14, 0.789076, , 
305838.476, 100116.667, 5.18, 0.827878, , 
306593.429, 100161.976, 5.23, 0.823348, , 
306589.048, 100166.643, 5.27, 0.823485, , 
304833.762, 100170.833, 5.31, 0.836500, , 
301669.762, 100129.881, 5.35, 0.859060, , 
293519.214, 100101.595, 5.39, 0.920063, , 
289231.881, 100182.952, 5.44, 0.955005, , 
289550.405, 100360.452, 5.48, 0.956512, , 
288423.762, 100150.524, 5.52, 0.960573, , 
286663.714, 100085.429, 5.57, 0.972885, , 
285064.738, 100081.167, 5.61, 0.985377, , 
282929.571, 100007.357, 5.65, 1.000636, , 
282013.571, 100036.714, 5.69, 1.008594, , 
281492.405, 100063.690, 5.73, 1.013364, , 
281074.452, 100125.619, 5.78, 1.018100, , 
280883.071, 100142.976, 5.82, 1.020023, , 
280848.476, 100150.643, 5.86, 1.020473, , 
280323.595, 100124.214, 5.90, 1.024088, , 
280030.476, 100071.429, 5.94, 1.025256, , 
279662.643, 100053.786, 5.99, 1.027817, , 
278990.952, 100293.738, 6.03, 1.038619, , 
279018.595, 100117.690, 6.07, 1.034443, , 
278590.643, 100088.476, 6.11, 1.037240, , 
278230.548, 100142.000, 6.16, 1.041354, , 
277975.143, 100172.119, 6.20, 1.044098, , 
277755.524, 100190.786, 6.24, 1.046296, , 
276519.214, 100143.857, 6.28, 1.055281, , 
275312.810, 100119.952, 6.32, 1.064583, , 
275094.571, 100079.548, 6.37, 1.065459, , 
275075.952, 100114.524, 6.41, 1.066398, , 
274488.357, 100079.738, 6.45, 1.070428, , 
274277.810, 100070.524, 6.49, 1.071948, , 
274117.905, 100118.381, 6.54, 1.074336, , 
273484.357, 100180.762, 6.58, 1.080945, , 
273029.929, 100102.167, 6.62, 1.082921, , 
272288.214, 100110.214, 6.66, 1.089224, , 
271838.976, 100120.452, 6.70, 1.093170, , 
271484.405, 100174.976, 6.75, 1.097333, , 
271123.262, 100129.571, 6.79, 1.099308, , 
270890.357, 100133.905, 6.83, 1.101340, , 
270449.405, 100106.714, 6.87, 1.104395, , 
270359.762, 100180.714, 6.92, 1.106804, , 
269471.333, 100101.810, 6.96, 1.112438, , 
269281.476, 100084.452, 7.00, 1.113634, , 
269262.857, 100164.810, 7.04, 1.115595, , 
268709.262, 100167.810, 7.09, 1.120294, , 
267986.238, 100225.238, 7.13, 1.127648, , 
267520.810, 100239.119, 7.17, 1.131871, , 
267233.381, 100258.190, 7.21, 1.134719, , 
266587.214, 100171.452, 7.25, 1.138219, , 
265582.857, 100125.762, 7.30, 1.145687, , 
265387.929, 100148.071, 7.34, 1.147840, , 
265104.881, 100206.262, 7.38, 1.151549, , 
265015.310, 100212.452, 7.42, 1.152449, , 
264960.238, 100151.762, 7.47, 1.151553, , 
264732.738, 100170.452, 7.51, 1.153906, , 
264460.786, 100168.619, 7.55, 1.156178, , 
264432.714, 100319.476, 7.59, 1.159803, , 
264127.119, 100139.024, 7.63, 1.158354, , 
263819.738, 100206.333, 7.67, 1.162487, , 
263618.333, 100221.071, 7.72, 1.164536, , 
263154.619, 100304.643, 7.76, 1.170374, , 
262796.119, 100331.762, 7.80, 1.174050, , 
262483.452, 100335.071, 7.85, 1.176804, 1, 1.109
262087.452, 100341.595, 7.89, 1.180348, , 
261969.619, 100268.238, 7.93, 1.179714, , 
261601.119, 100324.690, 7.97, 1.184148, , 
261314.262, 100276.214, 8.01, 1.185530, , 
261250.857, 100319.810, 8.05, 1.187054, , 
261185.833, 100279.286, 8.10, 1.186705, , 
260808.643, 100310.690, 8.14, 1.190662, , 
260680.143, 100357.310, 8.18, 1.192817, , 
260378.833, 100345.571, 8.22, 1.195156, , 
260060.786, 100347.786, 8.27, 1.197956, , 
260262.571, 100388.381, 8.31, 1.197121, , 
259882.667, 100423.214, 8.35, 1.201189, , 
259410.905, 100339.214, 8.39, 1.203395, , 
259337.786, 100376.643, 8.43, 1.204869, , 
259536.714, 100355.595, 8.48, 1.202671, , 
259236.429, 100394.310, 8.52, 1.206144, , 
259001.405, 100418.286, 8.56, 1.208723, , 
258956.238, 100403.143, 8.60, 1.208776, , 
258807.905, 100353.905, 8.65, 1.208962, , 
259308.000, 100371.381, 8.69, 1.205009, , 
259227.857, 100365.167, 8.73, 1.205565, , 
258495.262, 100357.667, 8.77, 1.211766, , 
258551.595, 100315.786, 8.82, 1.210336, , 
258796.095, 100346.405, 8.86, 1.208896, , 
259005.286, 100387.357, 8.90, 1.207996, , 
258915.810, 100348.000, 8.94, 1.207891, , 
259056.762, 100338.833, 8.98, 1.206461, , 
259160.310, 100348.119, 9.03, 1.205770, , 
259910.667, 100416.357, 9.07, 1.200793, , 
260450.476, 100475.905, 9.11, 1.197458, , 
260067.476, 100429.381, 9.15, 1.199728, , 
260584.929, 100413.095, 9.19, 1.194889, , 
261172.595, 100418.595, 9.24, 1.189943, , 
260878.929, 100372.857, 9.28, 1.191450, , 
261132.786, 100284.667, 9.32, 1.187283, , 
261726.524, 100284.667, 9.36, 1.182172, , 
262306.476, 100284.667, 9.41, 1.177191, , 
262549.000, 100284.667, 9.45, 1.175111, , 
262644.786, 100284.667, 9.49, 1.174290, , 
263106.643, 100284.667, 9.53, 1.170336, , 
263612.429, 100284.667, 9.58, 1.166014, , 
264428.143, 100284.667, 9.62, 1.159061, , 
264556.381, 100284.667, 9.66, 1.157970, , 
264874.357, 100284.667, 9.70, 1.155267, , 
265419.452, 100284.667, 9.75, 1.150640, , 
266332.238, 100284.667, 9.79, 1.142914, , 
267243.738, 100410.310, 9.83, 1.138043, , 
267633.095, 100472.929, 9.87, 1.136170, , 
267984.095, 100413.357, 9.92, 1.131886, , 
268933.548, 100449.214, 9.96, 1.124730, , 
269898.595, 100420.619, 10.00, 1.116028, , 
270887.476, 100223.643, 10.04, 1.103379, , 
271448.524, 100253.976, 10.08, 1.099404, , 
271707.786, 100182.262, 10.13, 1.095646, , 
273058.881, 100260.595, 10.17, 1.086242, , 
274688.810, 100208.405, 10.21, 1.071677, , 
275561.333, 100219.833, 10.25, 1.064796, , 
275977.524, 100184.810, 10.30, 1.060613, , 
276679.143, 100220.405, 10.34, 1.055699, , 
277668.405, 100299.786, 10.38, 1.049449, , 
278749.452, 100334.214, 10.42, 1.041476, , 
280182.595, 100374.952, 10.46, 1.030849, , 
280984.381, 100391.548, 10.51, 1.024791, , 
281882.786, 100293.000, 10.55, 1.015396, , 
283483.452, 100296.690, 10.59, 1.002736, , 
284478.357, 100287.738, 10.63, 0.994651, , 
285703.405, 100322.714, 10.68, 0.985766, , 
286491.643, 100296.286, 10.72, 0.978972, , 
288047.952, 100345.310, 10.76, 0.967880, , 
289507.762, 100316.357, 10.80, 0.955855, , 
290776.714, 100343.500, 10.85, 0.946621, , 
291929.262, 100342.929, 10.89, 0.937706, , 
293187.857, 100340.524, 10.93, 0.927970, , 
295017.810, 100353.786, 10.97, 0.914265, , 
296804.286, 100336.357, 11.01, 0.900288, , 
298777.333, 100380.571, 11.06, 0.886369, , 
300577.262, 100423.881, 11.10, 0.873823, , 
302095.548, 100467.500, 11.14, 0.863461, , 
303854.286, 100487.976, 11.18, 0.850856, , 
306050.595, 100403.381, 11.23, 0.832753, , 
307465.595, 100434.524, 11.27, 0.823070, , 
309733.119, 100513.190, 11.31, 0.808296, , 
311555.667, 100361.286, 11.35, 0.791689, , 
314316.333, 100444.643, 11.39, 0.773705, , 
316434.786, 100435.048, 11.44, 0.758373, , 
317656.143, 100388.214, 11.48, 0.748654, , 
318889.976, 100419.071, 11.52, 0.740621, , 
322172.952, 100460.119, 11.56, 0.718491, , 
325037.429, 100430.167, 11.60, 0.697900, , 
326618.619, 100449.381, 11.65, 0.687409, , 
328120.929, 100356.690, 11.69, 0.675004, , 
330054.714, 100383.333, 11.73, 0.662378, , 
332773.524, 100368.286, 11.77, 0.643578, , 
335261.619, 100452.548, 11.81, 0.628703, , 
337085.095, 100481.643, 11.86, 0.617148, , 
339530.476, 100461.738, 11.90, 0.600436, , 
342928.714, 100419.476, 11.94, 0.577077, , 
345630.119, 100426.167, 11.99, 0.559569, , 
347759.286, 100423.476, 12.03, 0.545688, , 
350502.405, 100383.595, 12.07, 0.527112, , 
353334.452, 100333.214, 12.11, 0.507872, , 
356727.405, 100365.000, 12.15, 0.487078, , 
359081.524, 100432.381, 12.19, 0.473786, , 
361426.643, 100414.119, 12.24, 0.458727, , 
365284.095, 100414.905, 12.28, 0.434853, , 
368792.667, 100379.857, 12.32, 0.412555, , 
370843.405, 100321.905, 12.37, 0.398776, , 
372654.119, 100351.429, 12.41, 0.388477, , 
376348.667, 100327.714, 12.45, 0.365744, , 
380392.119, 100378.643, 12.49, 0.342836, , 
382829.071, 100405.071, 12.53, 0.329058, , 
384381.762, 100373.786, 12.57, 0.319247, , 
386338.167, 100370.905, 12.62, 0.307758, , 
390622.952, 100391.524, 12.66, 0.283398, , 
393188.476, 100344.190, 12.70, 0.267605, , 
395126.643, 100345.333, 12.74, 0.256565, , 
397494.333, 100352.905, 12.79, 0.243290, , 
399852.452, 100352.738, 12.83, 0.229975, , 
403200.286, 100305.786, 12.87, 0.210158, , 
405732.333, 100261.333, 12.91, 0.195072, , 
407342.857, 100288.381, 12.96, 0.186764, , 
409965.024, 100329.690, 13.00, 0.173250, , 
414073.905, 100365.690, 13.04, 0.151615, , 
418389.714, 100357.095, 13.08, 0.128088, , 
420694.571, 100358.548, 13.13, 0.115757, , 
422084.405, 100300.786, 13.17, 0.107039, , 
424545.952, 100289.095, 13.21, 0.093690, , 
427271.714, 100319.333, 13.25, 0.079966, , 
430891.452, 100312.071, 13.29, 0.060819, , 
432863.857, 100300.452, 13.34, 0.050280, , 
434999.762, 100305.667, 13.38, 0.039320, , 
436797.810, 100252.667, 13.42, 0.028848, , 
439079.976, 100323.905, 13.46, 0.018719, , 
441471.167, 100326.929, 13.50, 0.006564, , 
443354.286, 100275.190, 13.55, -0.004176, , 
444804.024, 100268.905, 13.59, -0.011663, , 
446221.857, 100277.929, 13.63, -0.018623, , 
448590.381, 100278.762, 13.67, -0.030518, , 
451073.286, 100283.905, 13.72, -0.042824, , 
452099.071, 100313.738, 13.76, -0.047267, , 
453236.000, 100360.262, 13.80, -0.051875, , 
454923.857, 100364.500, 13.84, -0.060145, , 
457285.500, 100376.167, 13.89, -0.071536, , 
459409.762, 100439.810, 13.93, -0.080540, , 
460763.714, 100474.262, 13.97, -0.086391, , 
462078.929, 100401.119, 14.01, -0.094444, , 
464375.452, 100374.714, 14.05, -0.106193, , 
466187.786, 100405.976, 14.10, -0.114258, , 
467825.881, 100441.571, 14.14, -0.121354, , 
469690.976, 100435.333, 14.18, -0.130448, , 
471610.810, 100397.167, 14.22, -0.140483, , 
473967.714, 100318.167, 14.27, -0.153473, , 
474793.405, 100317.333, 14.31, -0.157409, , 
475395.714, 100350.071, 14.35, -0.159527, , 
476949.429, 100355.833, 14.39, -0.166741, , 
479194.952, 100354.095, 14.43, -0.177351, , 
480122.548, 100362.405, 14.48, -0.181516, , 
480146.905, 100350.690, 14.52, -0.181893, , 
481597.333, 100385.857, 14.56, -0.187892, , 
482729.405, 100425.714, 14.60, -0.192283, , 
483414.071, 100381.286, 14.65, -0.196468, , 
483439.190, 100332.500, 14.69, -0.197679, , 
483497.452, 100368.238, 14.73, -0.197149, , 
485542.595, 100386.833, 14.77, -0.206231, , 
486677.286, 100367.643, 14.81, -0.211914, , 
487088.714, 100353.429, 14.86, -0.214135, , 
488113.000, 100338.643, 14.90, -0.219194, , 
489679.476, 100304.881, 14.94, -0.227162, , 
490603.310, 100281.357, 14.98, -0.231931, , 
491313.095, 100299.476, 15.02, -0.234778, , 
491560.619, 100305.595, 15.07, -0.235774, , 
493366.810, 100370.524, 15.11, -0.242572, , 
494432.571, 100328.524, 15.15, -0.248370, , 
495249.881, 100325.071, 15.19, -0.252164, , 
495486.214, 100335.571, 15.24, -0.253003, , 
495722.476, 100325.905, 15.28, -0.254292, , 
497081.452, 100276.286, 15.32, -0.261566, , 
497905.262, 100270.333, 15.36, -0.265427, , 
498675.286, 100277.429, 15.41, -0.268745, , 
498569.738, 100324.119, 15.45, -0.267221, , 
499304.405, 100272.738, 15.49, -0.271688, , 
500359.476, 100303.262, 15.53, -0.275753, , 
501214.167, 100376.810, 15.57, -0.277944, , 
501052.286, 100371.595, 15.62, -0.277334, , 
500987.000, 100359.000, 15.66, -0.277323, 2, 1.114
501587.571, 100268.762, 15.70, -0.282044, , 
503480.143, 100445.381, 15.74, -0.286559, , 
503799.286, 100428.286, 15.78, -0.288368, , 
504026.548, 100469.857, 15.83, -0.288451, , 
504535.071, 100481.881, 15.87, -0.290451, , 
505559.238, 100471.548, 15.91, -0.295246, , 
506482.524, 100411.571, 15.95, -0.300696, , 
506342.524, 100374.619, 16.00, -0.300903, , 
506519.310, 100367.190, 16.04, -0.301855, , 
507452.548, 100416.714, 16.08, -0.304887, , 
508352.643, 100457.405, 16.12, -0.307963, , 
508951.476, 100390.952, 16.16, -0.312102, , 
509267.262, 100426.643, 16.21, -0.312698, , 
509404.952, 100367.857, 16.25, -0.314624, , 
509687.024, 100409.714, 16.29, -0.314932, , 
510065.929, 100452.524, 16.33, -0.315645, , 
510546.548, 100435.881, 16.38, -0.318137, , 
510477.119, 100443.262, 16.42, -0.317666, , 
511071.905, 100439.333, 16.46, -0.320374, , 
511463.786, 100411.167, 16.50, -0.322730, , 
512034.214, 100427.286, 16.54, -0.324878, , 
512073.714, 100407.714, 16.59, -0.325490, , 
512220.571, 100392.286, 16.63, -0.326481, , 
511590.119, 100417.857, 16.67, -0.323136, , 
513203.857, 100372.190, 16.71, -0.331247, , 
513597.048, 100386.571, 16.76, -0.332648, , 
513740.714, 100401.048, 16.80, -0.332953, , 
514177.690, 100391.500, 16.84, -0.335081, , 
514535.714, 100356.548, 16.88, -0.337431, , 
515824.452, 100422.452, 16.92, -0.341583, , 
515710.571, 100406.714, 16.97, -0.341439, , 
516201.238, 100327.524, 17.01, -0.345355, , 
516684.571, 100390.476, 17.05, -0.346049, , 
517632.452, 100411.595, 17.09, -0.349700, , 
517774.238, 100423.786, 17.14, -0.350044, , 
517817.833, 100423.786, 17.18, -0.350233, , 
517812.643, 100423.786, 17.22, -0.350210, , 
518178.071, 100423.786, 17.26, -0.351798, , 
519480.429, 100423.786, 17.30, -0.357447, , 
518774.571, 100423.786, 17.35, -0.354387, , 
519769.143, 100423.786, 17.39, -0.358697, , 
519814.833, 100423.786, 17.43, -0.358895, , 
520285.762, 100423.786, 17.47, -0.360933, , 
520662.143, 100423.786, 17.52, -0.362561, , 
520736.167, 100423.786, 17.56, -0.362880, , 
520837.643, 100423.786, 17.60, -0.363319, , 
521077.905, 100403.595, 17.64, -0.364809, , 
521539.976, 100401.119, 17.68, -0.366860, , 
521790.048, 100432.190, 17.73, -0.367242, , 
522550.548, 100438.857, 17.77, -0.370370, , 
522763.881, 100368.500, 17.81, -0.372866, , 
523165.548, 100368.976, 17.85, -0.374584, , 
523225.810, 100424.929, 17.90, -0.373589, , 
523834.429, 100485.167, 17.94, -0.374855, , 
524668.762, 100472.952, 17.98, -0.378710, , 
524539.905, 100442.405, 18.02, -0.378842, , 
524970.786, 100405.762, 18.07, -0.381511, , 
524720.667, 100422.952, 18.11, -0.380053, , 
525158.262, 100455.119, 18.15, -0.381208, , 
525693.952, 100483.000, 18.19, -0.382878, , 
526118.214, 100516.881, 18.23, -0.383935, , 
525754.643, 100402.405, 18.28, -0.384944, , 
525536.048, 100396.452, 18.32, -0.384141, , 
526365.310, 100397.690, 18.36, -0.387662, , 
526383.667, 100428.571, 18.40, -0.387048, , 
526589.548, 100394.714, 18.45, -0.388687, , 
526633.929, 100406.167, 18.49, -0.388620, , 
526331.762, 100460.548, 18.53, -0.386110, , 
527114.405, 100510.000, 18.57, -0.388346, , 
527675.786, 100496.762, 18.61, -0.391038, , 
527446.810, 100481.048, 18.66, -0.390413, , 
527845.452, 100512.643, 18.70, -0.391406, , 
527702.071, 100509.690, 18.74, -0.390861, , 
528591.405, 100568.476, 18.78, -0.393334, , 
528671.071, 100417.071, 18.83, -0.397064, , 
528622.405, 100399.595, 18.87, -0.397249, , 
528731.857, 100424.714, 18.91, -0.397152, , 
529117.738, 100436.333, 18.95, -0.398533, , 
529763.095, 100433.810, 18.99, -0.401333, , 
529811.452, 100408.738, 19.04, -0.402100, , 
529392.119, 100381.452, 19.08, -0.400930, , 
529880.714, 100434.690, 19.12, -0.401813, , 
529828.190, 100382.190, 19.16, -0.402766, , 
530022.405, 100361.619, 19.21, -0.404052, , 
530043.071, 100427.595, 19.25, -0.402661, , 
530223.714, 100384.190, 19.29, -0.404401, , 
530346.071, 100391.452, 19.33, -0.404757, , 
530423.262, 100334.143, 19.38, -0.406370, , 
530831.881, 100329.405, 19.42, -0.408209, , 
530541.143, 100320.881, 19.46, -0.407167, , 
530424.286, 100314.810, 19.50, -0.406808, , 
530654.524, 100291.762, 19.54, -0.408302, , 
530970.190, 100337.476, 19.59, -0.408614, , 
531700.905, 100408.024, 19.63, -0.410127, , 
531128.476, 100304.738, 19.67, -0.410019, , 
530641.262, 100306.905, 19.71, -0.407906, , 
531321.286, 100277.381, 19.75, -0.411450, , 
531816.667, 100352.571, 19.80, -0.411861, , 
531525.095, 100310.119, 19.84, -0.411579, , 
531641.857, 100285.476, 19.88, -0.412626, , 
531600.929, 100340.310, 19.92, -0.411222, , 
532234.000, 100342.762, 19.97, -0.413846, , 
532652.810, 100382.190, 20.01, -0.414732, , 
532289.238, 100380.310, 20.05, -0.413237, , 
532190.071, 100379.310, 20.09, -0.412841, , 
532087.024, 100450.500, 20.13, -0.410809, , 
533144.690, 100463.071, 20.18, -0.414997, , 
533234.952, 100447.500, 20.22, -0.415726, , 
533093.905, 100411.548, 20.26, -0.415937, , 
533107.762, 100363.238, 20.30, -0.417078, , 
533046.500, 100410.929, 20.35, -0.415750, , 
532998.214, 100384.000, 20.39, -0.416150, , 
532589.619, 100420.190, 20.43, -0.413613, , 
532493.976, 100423.833, 20.47, -0.413127, , 
532348.214, 100363.857, 20.51, -0.413856, , 
532559.310, 100306.071, 20.56, -0.416044, , 
532648.310, 100444.786, 20.60, -0.413310, , 
532385.333, 100394.500, 20.64, -0.413326, , 
532771.738, 100443.167, 20.68, -0.413868, , 
532667.690, 100443.929, 20.73, -0.413411, , 
532143.333, 100462.286, 20.77, -0.410783, , 
531919.119, 100376.905, 20.81, -0.411748, , 
532215.000, 100446.333, 20.85, -0.411444, , 
531818.857, 100467.857, 20.89, -0.409286, , 
531716.262, 100466.095, 20.94, -0.408891, , 
531402.857, 100411.643, 20.98, -0.408784, , 
531401.214, 100437.548, 21.02, -0.408197, , 
531135.286, 100408.738, 21.06, -0.407716, , 
530654.762, 100407.929, 21.10, -0.405697, , 
530864.262, 100413.905, 21.15, -0.406452, , 
