FlowCell Text Data File: 230207_sample5.csv
Software Version: 2.00Q
Triax Firmware Version: 0.43
Fractionator Firmware Version 4.207
Date: 2023-02-07
Time: 17:27:02
User: Riyaz Shah

Experiment name: 

*** CENTRIFUGE SETTINGS ***
Rotor Manufacturer: Sorvall/Thermo/Fisher
Rotor Model: TH-641
Speed: 38 rpm
Gradient: sucrose 10.0% to 50.0% v/v
Time: 2.0
w2t:  x 10^0
Number of Tubes: 2
Sample Volume: 0.5 ml
Temperature: 4.0 deg C

*** FRACTIONATION SETTINGS ***
Volume displaced/mm: 0.143 ml/mm
Tubing length: 290 mm
Total Dead Volume (= last fraction): 0.299 ml
Scan Speed: 0.20 mm/sec
Total Distance: 78.3 mm
Upper Limit to Slow-down Distance: 43.90 mm
Start mode: Meniscus sensing
Fail-safe Distance (M): 8 mm
Number of fractions: 10
Distance/fraction: 7.83 mm
Start Distance: 0.00 mm
Volume/fraction: 1.117 ml
Data Samples/mm: 22.94

*** SCANNING SETTINGS ***
Scanning mode: SINGLE UV OD
Channel A (LED1) Wavelength: 260 nm
Sensitivity: 0
Integration time: 218 ms
Averaging: 1 samples
LED1 (260 nm) On Time: 10 ms
Sample A Zero: 466075
Source A Zero: 105609.6

Data Columns:
Sample, Source, Position(mm), Absorbance, Fraction Number, Fraction Volume(ml)
530733.595, 101040.262, 18.87, -0.391904, , 
530781.167, 100974.548, 18.92, -0.393569, , 
529312.310, 100956.976, 18.96, -0.387725, , 
529701.000, 100958.881, 19.00, -0.389334, , 
530553.810, 100986.476, 19.04, -0.392339, , 
530568.524, 100987.167, 19.08, -0.392387, , 
530566.810, 101005.024, 19.13, -0.391981, , 
531207.310, 101100.738, 19.17, -0.392565, , 
531356.071, 101024.071, 19.21, -0.394902, , 
531962.048, 101005.476, 19.25, -0.397881, , 
531213.905, 100866.976, 19.29, -0.397802, , 
529529.952, 100759.357, 19.34, -0.393059, , 
529931.952, 100792.952, 19.38, -0.394017, , 
530686.524, 100873.976, 19.42, -0.395411, , 
530075.071, 100869.619, 19.46, -0.392914, , 
530867.643, 100874.548, 19.51, -0.396166, , 
530756.929, 100860.357, 19.55, -0.396013, , 
531012.190, 100835.929, 19.59, -0.397640, , 
531280.095, 100869.381, 19.63, -0.398029, , 
531165.167, 100888.048, 19.68, -0.397126, , 
530618.024, 100862.500, 19.72, -0.395376, , 
530505.714, 100780.976, 19.76, -0.396720, , 
531109.881, 100814.214, 19.80, -0.398539, , 
531196.810, 100877.929, 19.84, -0.397485, , 
531208.833, 100748.690, 19.89, -0.400421, , 
531297.667, 100558.738, 19.93, -0.405045, , 
531832.143, 100903.476, 19.97, -0.399606, , 
530519.119, 100789.976, 20.01, -0.396576, , 
530357.810, 100824.524, 20.06, -0.395120, , 
530670.286, 100815.381, 20.10, -0.396649, , 
530568.071, 100823.262, 20.14, -0.396040, , 
530310.524, 100832.905, 20.18, -0.394732, , 
529263.381, 100754.929, 20.22, -0.392025, , 
528702.786, 100685.024, 20.26, -0.391202, , 
528263.905, 100664.000, 20.31, -0.389803, , 
528307.190, 100721.833, 20.35, -0.388695, , 
528299.190, 100763.024, 20.39, -0.387741, , 
526756.976, 100700.333, 20.44, -0.382562, , 
526251.952, 100689.190, 20.48, -0.380653, , 
526237.548, 100700.500, 20.52, -0.380338, , 
526031.190, 100743.333, 20.56, -0.378499, , 
525272.071, 100731.905, 20.60, -0.375504, , 
524823.524, 100733.524, 20.65, -0.373545, , 
524374.738, 100716.286, 20.69, -0.372005, , 
524467.381, 100778.167, 20.73, -0.371020, , 
523595.048, 100798.929, 20.77, -0.366811, , 
522958.095, 100873.095, 20.82, -0.362416, , 
522076.310, 100790.167, 20.86, -0.360469, , 
521613.786, 100851.357, 20.90, -0.357109, , 
520744.167, 100830.024, 20.94, -0.353830, , 
519827.762, 100799.500, 20.98, -0.350547, , 
518807.690, 100752.310, 21.02, -0.347181, , 
517861.857, 100722.024, 21.07, -0.343751, , 
517084.714, 100783.833, 21.11, -0.338991, , 
516210.667, 100768.667, 21.15, -0.335522, , 
516108.190, 100900.000, 21.19, -0.332144, , 
515178.357, 100920.571, 21.24, -0.327627, , 
514005.857, 100993.071, 21.28, -0.320884, , 
513166.690, 100924.595, 21.32, -0.318733, , 
512547.024, 100943.524, 21.36, -0.315592, , 
511291.000, 100937.095, 21.40, -0.310213, , 
510085.857, 100977.810, 21.45, -0.303995, , 
509241.714, 100934.762, 21.49, -0.301228, , 
508775.690, 100951.524, 21.53, -0.298793, , 
507836.024, 100916.976, 21.57, -0.295403, , 
506365.905, 100946.476, 21.62, -0.288222, , 
506193.905, 100919.476, 21.66, -0.288059, , 
505611.476, 100911.143, 21.70, -0.285654, , 
505311.667, 100871.571, 21.74, -0.285202, , 
504416.000, 100996.738, 21.79, -0.278419, , 
503502.714, 101117.310, 21.83, -0.271655, , 
502486.643, 101018.119, 21.87, -0.269318, , 
502086.571, 101061.881, 21.91, -0.266551, , 
501420.190, 100992.286, 21.95, -0.265112, , 
501463.500, 101081.643, 22.00, -0.263316, , 
500570.738, 100989.786, 22.04, -0.261352, , 
499824.262, 100936.143, 22.08, -0.259190, , 
499347.524, 100974.286, 22.12, -0.256192, , 
498735.000, 100949.738, 22.17, -0.253977, , 
497880.500, 100917.143, 22.21, -0.250844, , 
497468.905, 100966.667, 22.25, -0.247879, , 
497270.857, 100997.476, 22.29, -0.246296, , 
496776.881, 101039.786, 22.33, -0.243117, , 
496222.881, 100962.143, 22.38, -0.242336, , 
495280.952, 100933.048, 22.42, -0.238709, , 
494994.381, 100895.595, 22.46, -0.238242, , 
494955.381, 100980.833, 22.50, -0.236164, , 
494747.190, 101013.857, 22.55, -0.234481, , 
494215.524, 101033.452, 22.59, -0.231625, , 
494067.262, 100986.071, 22.63, -0.232006, , 
493771.786, 101026.857, 22.67, -0.229751, , 
493710.905, 101009.405, 22.71, -0.229862, , 
493775.714, 101075.095, 22.76, -0.228694, , 
493479.905, 100998.143, 22.80, -0.229060, , 
493341.595, 101044.929, 22.84, -0.227387, , 
492758.738, 100974.952, 22.88, -0.226285, , 
493056.190, 101027.333, 22.93, -0.226476, , 
492969.357, 101051.810, 22.97, -0.225535, , 
493227.071, 101066.952, 23.01, -0.226374, , 
493013.905, 100995.976, 23.05, -0.226982, , 
493043.190, 101031.357, 23.10, -0.226327, , 
492728.786, 101020.286, 23.14, -0.225138, , 
492536.500, 100962.905, 23.18, -0.225539, , 
492825.667, 100976.976, 23.22, -0.226546, , 
492632.714, 100949.071, 23.26, -0.226287, , 
492555.810, 100832.667, 23.31, -0.228532, , 
492665.119, 100634.405, 23.35, -0.233460, , 
492998.929, 100705.024, 23.39, -0.233406, , 
493415.881, 100909.571, 23.43, -0.230742, , 
493384.524, 100982.500, 23.47, -0.228973, 3, 1.114
493436.071, 100976.976, 23.52, -0.229331, , 
493713.024, 100949.286, 23.56, -0.231211, , 
493792.429, 100881.810, 23.60, -0.233078, , 
493947.310, 101016.286, 23.64, -0.230786, , 
494182.405, 100973.000, 23.68, -0.232821, , 
494521.143, 100992.881, 23.73, -0.233920, , 
494639.762, 100987.738, 23.77, -0.234575, , 
494951.738, 100940.333, 23.81, -0.237050, , 
495256.810, 100895.000, 23.85, -0.239448, , 
495508.905, 100910.881, 23.90, -0.240239, , 
496156.833, 100909.262, 23.94, -0.243216, , 
496462.524, 100924.833, 23.98, -0.244255, , 
497043.262, 100934.810, 24.02, -0.246663, , 
497250.357, 100950.214, 24.07, -0.247257, , 
497723.952, 100985.357, 24.11, -0.248616, , 
497743.952, 100852.238, 24.15, -0.251675, , 
498338.643, 100925.619, 24.19, -0.252725, , 
498551.905, 100901.000, 24.23, -0.254237, , 
499191.214, 100935.429, 24.28, -0.256353, , 
499504.071, 100932.714, 24.32, -0.257824, , 
499999.357, 100923.976, 24.36, -0.260249, , 
500347.357, 100930.214, 24.40, -0.261676, , 
500990.929, 100965.905, 24.45, -0.263773, , 
501310.214, 100919.381, 24.49, -0.266244, , 
501849.500, 100903.452, 24.53, -0.269019, , 
502188.929, 100908.190, 24.57, -0.270435, , 
503064.048, 100878.833, 24.62, -0.275008, , 
503159.595, 100943.548, 24.66, -0.273992, , 
503587.762, 100948.071, 24.70, -0.275805, , 
503840.952, 100853.929, 24.74, -0.279036, , 
504499.119, 100877.429, 24.78, -0.281450, , 
505038.048, 100821.571, 24.82, -0.285099, , 
505556.286, 100885.000, 24.87, -0.285991, , 
506311.667, 100837.167, 24.91, -0.290419, , 
506737.024, 100863.190, 24.95, -0.291728, , 
507042.048, 100863.190, 25.00, -0.293082, , 
507486.452, 100863.190, 25.04, -0.295054, , 
507913.310, 100863.190, 25.08, -0.296946, , 
508197.048, 100863.190, 25.12, -0.298203, , 
508907.262, 100863.190, 25.16, -0.301345, , 
509189.881, 100863.190, 25.21, -0.302595, , 
510042.667, 100863.190, 25.25, -0.306361, , 
510572.667, 100863.190, 25.29, -0.308698, , 
510883.262, 100863.190, 25.33, -0.310066, , 
511118.714, 100863.190, 25.38, -0.311103, , 
511604.119, 100863.190, 25.42, -0.313240, , 
511924.048, 100677.357, 25.46, -0.318797, , 
512177.810, 100867.119, 25.50, -0.315674, , 
512544.929, 100904.429, 25.54, -0.316454, , 
512258.048, 100735.405, 25.59, -0.318967, , 
512367.714, 100716.571, 25.63, -0.319870, , 
512936.262, 100745.190, 25.67, -0.321726, , 
513275.976, 100748.905, 25.71, -0.323133, , 
513979.643, 100781.810, 25.76, -0.325481, , 
513969.595, 100754.976, 25.80, -0.326037, , 
514623.167, 100781.405, 25.84, -0.328306, , 
515207.643, 100786.690, 25.88, -0.330743, , 
515251.571, 100764.952, 25.92, -0.331420, , 
515376.071, 100730.810, 25.97, -0.332726, , 
515251.333, 100701.381, 26.01, -0.332839, , 
515611.786, 100678.262, 26.05, -0.334930, , 
515934.238, 100674.071, 26.09, -0.336430, , 
515861.905, 100703.762, 26.14, -0.335451, , 
516405.476, 100754.929, 26.18, -0.336678, , 
516204.571, 100727.810, 26.22, -0.336408, , 
516533.810, 100636.238, 26.26, -0.339890, , 
516341.524, 100634.524, 26.30, -0.339090, , 
516834.786, 100683.190, 26.35, -0.340151, , 
516926.905, 100658.595, 26.39, -0.341102, , 
517268.357, 100655.357, 26.43, -0.342660, , 
517593.714, 100723.619, 26.48, -0.342550, , 
517708.333, 100726.500, 26.52, -0.342984, , 
517777.667, 100654.571, 26.56, -0.344893, , 
517857.071, 100666.952, 26.60, -0.344961, , 
518071.286, 100666.381, 26.64, -0.345904, , 
518286.952, 100715.857, 26.69, -0.345735, , 
518255.667, 100671.143, 26.73, -0.346599, , 
518349.429, 100638.976, 26.77, -0.347725, , 
518792.405, 100722.738, 26.81, -0.347775, , 
518838.262, 100721.929, 26.86, -0.347992, , 
518871.833, 100610.500, 26.90, -0.350629, , 
519008.167, 100626.976, 26.94, -0.350852, , 
518298.548, 100730.952, 26.98, -0.345448, , 
519138.738, 100740.500, 27.02, -0.348880, , 
518972.714, 100727.595, 27.07, -0.348449, , 
519137.881, 100730.476, 27.11, -0.349100, , 
519608.095, 100792.262, 27.15, -0.349758, , 
519543.690, 100817.214, 27.19, -0.348922, , 
519725.381, 100807.310, 27.23, -0.349930, , 
519503.762, 100775.762, 27.27, -0.349674, , 
518940.571, 100723.405, 27.32, -0.348403, , 
518955.429, 100700.571, 27.36, -0.348978, , 
518854.786, 100738.929, 27.40, -0.347684, , 
519137.381, 100734.762, 27.44, -0.349002, , 
519627.000, 100800.857, 27.49, -0.349648, , 
519328.214, 100787.000, 27.53, -0.348663, , 
518789.214, 100775.690, 27.57, -0.346579, , 
517332.881, 100743.571, 27.61, -0.340970, , 
518071.714, 100750.381, 27.66, -0.344029, , 
518052.667, 100759.833, 27.70, -0.343735, , 
517716.738, 100723.690, 27.74, -0.343083, , 
517290.429, 100686.881, 27.78, -0.342052, , 
516586.119, 100709.952, 27.82, -0.338470, , 
516205.667, 100695.643, 27.87, -0.337132, , 
514959.262, 100666.095, 27.91, -0.332352, , 
514043.524, 100675.667, 27.95, -0.328132, , 
512871.238, 100684.333, 28.00, -0.322801, , 
511965.810, 100778.714, 28.03, -0.316716, , 
510330.857, 100754.024, 28.08, -0.310069, , 
508068.738, 100687.881, 28.12, -0.301549, , 
505898.024, 100680.881, 28.16, -0.292070, , 
504121.357, 100773.262, 28.21, -0.282089, , 
501678.833, 100794.881, 28.25, -0.270676, , 
498318.762, 100748.357, 28.29, -0.256592, , 
495410.381, 100748.095, 28.33, -0.243425, , 
492196.929, 100743.595, 28.38, -0.228880, , 
488335.952, 100716.643, 28.42, -0.211760, , 
484516.952, 100705.381, 28.46, -0.194343, , 
480368.643, 100724.500, 28.50, -0.174565, , 
476020.643, 100726.905, 28.54, -0.154049, , 
471442.571, 100697.643, 28.59, -0.132955, , 
467307.405, 100724.071, 28.63, -0.112538, , 
462802.214, 100755.333, 28.67, -0.090038, , 
458234.119, 100799.810, 28.71, -0.066722, , 
453069.667, 100766.381, 28.75, -0.041961, , 
448214.690, 100739.905, 28.80, -0.018307, , 
442817.548, 100726.810, 28.84, 0.008663, , 
438080.310, 100669.238, 28.88, 0.031581, , 
433342.071, 100652.452, 28.92, 0.055679, , 
428595.571, 100759.976, 28.97, 0.082867, , 
423653.976, 100723.190, 29.01, 0.108143, , 
418840.929, 100766.119, 29.05, 0.134815, , 
414255.310, 100702.452, 29.09, 0.158168, , 
409745.857, 100751.952, 29.13, 0.183905, , 
405021.381, 100729.905, 29.18, 0.209512, , 
400750.262, 100692.357, 29.22, 0.232530, , 
396412.238, 100730.333, 29.26, 0.257872, , 
392245.571, 100706.238, 29.30, 0.281113, , 
388137.262, 100653.500, 29.34, 0.303629, , 
384183.833, 100645.476, 29.39, 0.326490, , 
380880.214, 100658.333, 29.43, 0.346212, , 
377146.476, 100596.238, 29.47, 0.366993, , 
373675.071, 100377.024, 29.52, 0.382894, , 
370248.214, 100342.048, 29.55, 0.402843, , 
367227.238, 100388.048, 29.60, 0.422312, , 
364221.524, 100517.762, 29.64, 0.443713, , 
361029.762, 100645.048, 29.68, 0.466369, , 
358396.500, 100687.929, 29.72, 0.483802, , 
355216.571, 100625.119, 29.77, 0.502454, , 
352541.952, 100539.500, 29.81, 0.517547, , 
349956.071, 100600.857, 29.85, 0.535488, , 
347536.476, 100605.381, 29.89, 0.551203, , 
344830.929, 100589.405, 29.94, 0.568433, , 
342548.286, 100588.619, 29.98, 0.583362, , 
339635.571, 100680.952, 30.02, 0.604644, , 
338042.690, 100747.024, 30.06, 0.616700, , 
335888.857, 100738.071, 30.11, 0.630885, , 
333698.619, 100726.024, 30.15, 0.645338, , 
331633.095, 100712.381, 30.19, 0.659006, , 
329704.738, 100731.452, 30.23, 0.672556, , 
328180.857, 100743.714, 30.27, 0.683256, , 
326267.476, 100778.119, 30.32, 0.697183, , 
324656.214, 100758.095, 30.36, 0.707877, , 
322885.119, 100788.476, 30.40, 0.720866, , 
321375.524, 100748.643, 30.44, 0.730522, , 
319958.143, 100681.429, 30.49, 0.738968, , 
318847.214, 100750.452, 30.53, 0.748337, , 
317957.738, 100701.548, 30.57, 0.753532, , 
317203.452, 100679.762, 30.61, 0.758390, , 
316573.857, 100689.881, 30.65, 0.763087, , 
315816.429, 100662.857, 30.70, 0.767874, , 
315380.595, 100677.190, 30.74, 0.771302, , 
314812.405, 100627.357, 30.78, 0.774246, , 
314839.905, 100726.238, 30.82, 0.776259, , 
314992.333, 100742.024, 30.86, 0.775523, , 
315015.310, 100804.429, 30.91, 0.776752, , 
315271.524, 100805.714, 30.95, 0.774951, , 
315620.810, 100689.929, 30.99, 0.769873, , 
316703.167, 100770.833, 31.03, 0.763977, , 
316829.381, 100617.929, 31.07, 0.759663, , 
317988.619, 100623.786, 31.12, 0.751574, , 
319184.810, 100601.119, 31.16, 0.742618, , 
320647.262, 100640.762, 31.20, 0.733217, , 
322070.595, 100618.667, 31.24, 0.722755, , 
323780.976, 100560.548, 31.29, 0.709536, , 
325658.857, 100551.310, 31.33, 0.696314, 4, 1.120
328109.119, 100578.310, 31.37, 0.680050, , 
330441.619, 100624.048, 31.42, 0.665131, , 
332872.262, 100644.381, 31.46, 0.649093, , 
335021.143, 100595.690, 31.50, 0.633523, , 
337419.452, 100542.833, 31.54, 0.616287, , 
340515.071, 100602.143, 31.58, 0.597062, , 
343414.405, 100656.643, 31.62, 0.579201, , 
346026.238, 100625.286, 31.67, 0.561448, , 
348907.667, 100695.429, 31.71, 0.544354, , 
351814.000, 100649.738, 31.75, 0.524665, , 
354815.643, 100686.119, 31.79, 0.506359, , 
357373.690, 100670.143, 31.84, 0.489836, , 
360282.405, 100684.786, 31.88, 0.471921, , 
363134.762, 100688.548, 31.92, 0.454258, , 
365915.714, 100668.857, 31.96, 0.436649, , 
368816.357, 100614.619, 32.01, 0.417668, , 
371558.119, 100587.214, 32.05, 0.400387, , 
374625.095, 100639.262, 32.09, 0.383051, , 
377436.119, 100685.976, 32.13, 0.367272, , 
379796.500, 100644.690, 32.17, 0.352320, , 
382517.143, 100687.333, 32.22, 0.337210, , 
384692.048, 100632.262, 32.26, 0.323219, , 
387132.690, 100651.952, 32.30, 0.309427, , 
389744.262, 100725.952, 32.34, 0.295951, , 
391902.667, 100719.786, 32.38, 0.283384, , 
393867.452, 100714.286, 32.43, 0.272007, , 
395664.214, 100662.762, 32.47, 0.260613, , 
397635.595, 100734.214, 32.51, 0.251025, , 
399293.952, 100766.952, 32.55, 0.242390, , 
400719.524, 100626.524, 32.60, 0.231231, , 
402221.048, 100580.619, 32.64, 0.221788, , 
403548.429, 100570.905, 32.68, 0.214156, , 
404589.643, 100613.929, 32.72, 0.209319, , 
405460.738, 100631.143, 32.76, 0.204864, , 
406267.357, 100662.238, 32.81, 0.201087, , 
406786.714, 100662.238, 32.85, 0.198212, , 
406958.214, 100662.238, 32.89, 0.197263, , 
407314.357, 100662.238, 32.93, 0.195295, , 
407303.762, 100662.238, 32.98, 0.195353, , 
407044.714, 100662.238, 33.02, 0.196785, , 
406515.405, 100662.238, 33.07, 0.199713, , 
406270.976, 100662.238, 33.11, 0.201067, , 
405215.262, 100771.452, 33.15, 0.209363, , 
403747.786, 100745.429, 33.19, 0.216946, , 
401397.524, 100604.333, 33.24, 0.226930, , 
399475.000, 100604.333, 33.28, 0.237735, , 
397153.310, 100661.429, 33.32, 0.252129, , 
394587.238, 100606.357, 33.36, 0.265485, , 
392182.452, 100648.143, 33.40, 0.280177, , 
389545.214, 100701.452, 33.45, 0.296553, , 
386482.167, 100691.976, 33.49, 0.314106, , 
383126.881, 100682.619, 33.53, 0.333520, , 
379920.881, 100717.286, 33.57, 0.353205, , 
376534.214, 100704.405, 33.62, 0.373068, , 
373024.310, 100689.524, 33.66, 0.393812, , 
369820.452, 100720.690, 33.70, 0.413920, , 
366444.167, 100714.024, 33.74, 0.434411, , 
363315.381, 100719.952, 33.78, 0.453841, , 
360389.619, 100667.976, 33.83, 0.470875, , 
357209.786, 100611.929, 33.87, 0.489566, , 
354515.048, 100684.095, 33.91, 0.508221, , 
351835.905, 100647.238, 33.95, 0.524469, , 
349378.000, 100646.881, 34.00, 0.540238, , 
347163.262, 100739.167, 34.04, 0.556611, , 
344924.071, 100765.310, 34.08, 0.571757, , 
342615.429, 100703.214, 34.12, 0.585483, , 
340548.810, 100686.738, 34.16, 0.598731, , 
338713.238, 100681.452, 34.21, 0.610775, , 
336827.929, 100637.690, 34.25, 0.622358, , 
335390.167, 100688.619, 34.29, 0.633123, , 
333814.833, 100696.619, 34.33, 0.643897, , 
332457.214, 100705.333, 34.38, 0.653263, , 
330994.905, 100658.976, 34.42, 0.662147, , 
329977.429, 100674.310, 34.46, 0.669419, , 
328681.310, 100644.190, 34.50, 0.677602, , 
330435.238, 100637.024, 34.54, 0.665465, , 
318408.976, 100629.357, 34.59, 0.748726, , 
316550.976, 100561.595, 34.63, 0.760381, , 
328453.548, 100617.429, 34.67, 0.678564, , 
329367.119, 100627.667, 34.71, 0.672542, , 
325765.619, 100652.548, 34.76, 0.697841, , 
325073.810, 100689.667, 34.80, 0.703455, , 
324975.500, 100676.452, 34.84, 0.703841, , 
325051.286, 100693.881, 34.88, 0.703705, , 
324748.548, 100640.571, 34.92, 0.704611, , 
324739.524, 100653.690, 34.96, 0.704967, , 
324880.929, 100638.405, 35.01, 0.703645, , 
325401.786, 100613.500, 35.05, 0.699483, , 
325993.452, 100674.524, 35.09, 0.696759, , 
326392.286, 100614.095, 35.14, 0.692657, , 
326943.762, 100614.000, 35.18, 0.688855, , 
327521.119, 100630.643, 35.22, 0.685257, , 
328436.976, 100605.905, 35.26, 0.678419, , 
329474.595, 100610.881, 35.30, 0.671432, , 
330381.548, 100632.286, 35.35, 0.665725, , 
331410.738, 100677.071, 35.39, 0.659726, , 
333082.905, 100698.690, 35.43, 0.648883, , 
334773.976, 100755.571, 35.47, 0.638758, , 
336262.095, 100800.810, 35.52, 0.629786, , 
337940.857, 100849.548, 35.56, 0.619667, , 
339936.619, 100834.857, 35.60, 0.606088, , 
341389.500, 100714.143, 35.64, 0.593794, , 
343069.238, 100769.452, 35.68, 0.583984, , 
345788.024, 100881.262, 35.73, 0.568716, , 
347672.595, 100794.667, 35.77, 0.554551, , 
349861.905, 100702.476, 35.81, 0.538366, , 
352109.024, 100672.357, 35.85, 0.523284, , 
354536.310, 100733.214, 35.90, 0.509184, , 
357200.310, 100776.357, 35.94, 0.493301, , 
360473.095, 100814.000, 35.98, 0.473616, , 
363560.286, 100789.905, 36.02, 0.453887, , 
367033.095, 100822.310, 36.06, 0.433216, , 
369518.833, 100713.071, 36.11, 0.415586, , 
372203.286, 100746.952, 36.15, 0.400054, , 
375133.976, 100762.071, 36.19, 0.382741, , 
378267.643, 100742.048, 36.23, 0.363573, , 
380946.929, 100640.214, 36.27, 0.345413, , 
384337.310, 100669.286, 36.32, 0.326123, , 
387789.452, 100727.667, 36.36, 0.307305, , 
391074.905, 100781.333, 36.40, 0.289517, , 
394354.500, 100758.357, 36.44, 0.270210, , 
397344.952, 100782.167, 36.48, 0.253741, , 
400197.786, 100785.952, 36.53, 0.237726, , 
402968.143, 100770.833, 36.57, 0.221863, , 
405744.071, 100738.690, 36.61, 0.205696, , 
408250.167, 100730.333, 36.65, 0.191652, , 
411320.214, 100743.476, 36.70, 0.175086, , 
413761.024, 100730.762, 36.74, 0.161487, , 
416158.167, 100726.595, 36.78, 0.148393, , 
418304.071, 100682.214, 36.82, 0.135827, , 
420475.524, 100641.738, 36.87, 0.123270, , 
422872.810, 100665.762, 36.91, 0.111013, , 
424945.357, 100708.262, 36.95, 0.100961, , 
426797.905, 100653.381, 36.99, 0.089944, , 
428749.786, 100691.143, 37.04, 0.080520, , 
430545.667, 100683.500, 37.08, 0.070943, , 
432737.095, 100760.310, 37.12, 0.061233, , 
434163.857, 100710.881, 37.16, 0.052721, , 
436424.571, 100793.000, 37.21, 0.042868, , 
437621.595, 100710.690, 37.24, 0.034865, , 
439154.524, 100725.881, 37.29, 0.027336, , 
441176.310, 100667.524, 37.33, 0.015695, , 
442562.881, 100702.429, 37.37, 0.009413, , 
443906.262, 100707.810, 37.41, 0.002713, , 
445250.238, 100753.095, 37.46, -0.003079, , 
447158.024, 100774.452, 37.50, -0.012224, , 
448675.595, 100710.310, 37.54, -0.021281, , 
450215.048, 100746.310, 37.58, -0.028185, , 
451512.429, 100789.595, 37.63, -0.033694, , 
452668.071, 100768.071, 37.67, -0.039928, , 
454277.286, 100801.405, 37.71, -0.047169, , 
455400.429, 100825.333, 37.75, -0.052192, , 
456135.095, 100743.738, 37.79, -0.057642, , 
457383.524, 100759.905, 37.84, -0.063432, , 
458168.071, 100761.310, 37.88, -0.067257, , 
459357.262, 100732.595, 37.92, -0.073732, , 
460270.905, 100718.452, 37.97, -0.078520, , 
460997.881, 100727.071, 38.01, -0.081879, , 
462009.190, 100757.619, 38.05, -0.086128, , 
462757.500, 100716.905, 38.09, -0.090679, , 
463874.714, 100766.262, 38.13, -0.095003, , 
464638.048, 100754.357, 38.18, -0.098969, , 
465308.262, 100750.167, 38.22, -0.102307, , 
465902.548, 100682.500, 38.26, -0.106691, , 
467016.190, 100680.976, 38.30, -0.112098, , 
468015.595, 100737.143, 38.34, -0.115654, , 
468961.476, 100774.476, 38.39, -0.119363, , 
470365.452, 100937.024, 38.43, -0.122464, , 
470990.857, 100873.452, 38.47, -0.126872, , 
471888.762, 100900.357, 38.51, -0.130558, , 
472847.476, 100897.238, 38.55, -0.135195, , 
473370.548, 100836.405, 38.60, -0.139040, , 
474105.714, 100829.405, 38.64, -0.142689, , 
474981.548, 100858.095, 38.68, -0.146202, , 
475370.857, 100767.024, 38.72, -0.150079, , 
476002.381, 100769.214, 38.77, -0.153017, , 
476851.024, 100781.976, 38.81, -0.156741, , 
477722.833, 100765.333, 38.85, -0.161223, , 
478575.738, 100790.762, 38.89, -0.164670, , 
479157.262, 100783.214, 38.93, -0.167571, , 
480279.667, 100931.667, 38.98, -0.169524, , 
480672.667, 100928.429, 39.02, -0.171437, , 
481236.119, 100912.786, 39.06, -0.174422, , 
481886.048, 100952.905, 39.10, -0.176565, , 
482323.500, 100941.643, 39.15, -0.178858, 5, 1.115
482907.143, 100914.619, 39.19, -0.182182, , 
483453.714, 100929.833, 39.23, -0.184389, , 
483945.714, 100885.262, 39.27, -0.187672, , 
484659.714, 100924.881, 39.31, -0.190106, , 
485154.190, 100911.762, 39.36, -0.192693, , 
485615.119, 100868.833, 39.40, -0.195788, , 
486054.143, 100882.357, 39.44, -0.197520, , 
486731.452, 100918.095, 39.48, -0.199856, , 
487318.095, 100876.262, 39.53, -0.203500, , 
487634.024, 100840.548, 39.57, -0.205756, , 
488432.929, 100877.976, 39.61, -0.208604, , 
489012.357, 100914.286, 39.65, -0.210463, , 
489523.405, 100929.476, 39.69, -0.212475, , 
489821.595, 100874.595, 39.74, -0.215069, , 
490190.310, 100840.548, 39.78, -0.217522, , 
490450.429, 100813.548, 39.82, -0.219319, , 
491018.452, 100838.095, 39.86, -0.221376, , 
491358.119, 100824.881, 39.91, -0.223227, , 
491687.048, 100848.095, 39.95, -0.224215, , 
492038.833, 100850.833, 39.99, -0.225763, , 
492698.000, 100894.024, 40.03, -0.227812, , 
492827.905, 100855.095, 40.07, -0.229274, , 
493232.333, 100882.619, 40.12, -0.230506, , 
494043.167, 100968.619, 40.16, -0.232285, , 
494121.024, 100914.143, 40.20, -0.233854, , 
494498.833, 100925.905, 40.24, -0.235312, , 
494586.167, 100889.333, 40.28, -0.236525, , 
494921.500, 100863.786, 40.33, -0.238620, , 
495231.595, 100857.762, 40.37, -0.240164, , 
495890.690, 100918.738, 40.41, -0.241797, , 
495940.619, 100902.357, 40.46, -0.242389, , 
495931.929, 100846.857, 40.50, -0.243588, , 
496264.714, 100854.381, 40.54, -0.244929, , 
496451.405, 100800.595, 40.58, -0.246976, , 
496708.310, 100795.762, 40.62, -0.248248, , 
497088.476, 100795.762, 40.67, -0.249970, , 
497562.476, 100795.762, 40.71, -0.252115, , 
497593.238, 100795.762, 40.75, -0.252254, , 
498191.310, 100795.762, 40.80, -0.254957, , 
498411.857, 100795.762, 40.84, -0.255953, , 
498767.119, 100795.762, 40.88, -0.257557, , 
499013.095, 100795.762, 40.93, -0.258666, , 
499221.881, 100795.762, 40.97, -0.259608, , 
499375.548, 100795.762, 41.01, -0.260300, , 
499635.143, 100795.762, 41.05, -0.261470, , 
499624.500, 100795.762, 41.09, -0.261422, , 
500010.595, 100885.238, 41.14, -0.261164, , 
500529.714, 100931.524, 41.18, -0.262467, , 
500523.167, 100903.857, 41.22, -0.263054, , 
500450.619, 100847.286, 41.26, -0.263990, , 
500706.857, 100848.476, 41.31, -0.265115, , 
